invoice_id,date,time,branch,city,customer_type,gender,category,product,unit_price,quantity,discount_pct,payment_method,rating,cost_price,gross_sales,discount_amount,net_sales,total_cost,profit,profit_margin_pct,weekday,month,hour,time_slot
INV-2024-01568,2024-01-02,10:23,A,Delhi,Normal,Male,Personal Care,Trimmer,1928.27,2,0.0,UPI,7.3,1118.4,3856.54,0.0,3856.54,2236.8,1619.7399999999998,41.999823676144935,Tuesday,January,10,Morning
INV-2024-02115,2024-01-02,10:34,B,Mumbai,Normal,Male,Groceries,Cooking Oil,840.76,3,0.1,Cash,9.0,689.42,2522.2799999999997,252.22799999999998,2270.0519999999997,2068.2599999999998,201.79199999999992,8.889311786690346,Tuesday,January,10,Morning
INV-2024-01929,2024-01-02,10:41,A,Delhi,Member,Male,Groceries,Breakfast Cereal,402.2,5,0.05,UPI,6.3,329.8,2011.0,100.55000000000001,1910.45,1649.0,261.45000000000005,13.685257400088988,Tuesday,January,10,Morning
INV-2024-01911,2024-01-02,11:15,A,Delhi,Member,Male,Clothing,Sports Shoes,2341.27,5,0.0,UPI,8.2,1428.17,11706.35,0.0,11706.35,7140.85,4565.5,39.000200745749105,Tuesday,January,11,Morning
INV-2024-00841,2024-01-02,11:22,A,Delhi,Member,Male,Electronics,Earbuds,2251.96,4,0.15000000000000002,Card,8.0,1553.85,9007.84,1351.1760000000002,7656.664,6215.4,1441.2640000000001,18.823654792740026,Tuesday,January,11,Morning
INV-2024-01952,2024-01-02,12:44,B,Mumbai,Member,Female,Groceries,Breakfast Cereal,369.65,3,0.0,UPI,7.1,303.11,1108.9499999999998,0.0,1108.9499999999998,909.33,199.61999999999978,18.000811578520203,Tuesday,January,12,Afternoon
INV-2024-00683,2024-01-02,12:57,C,Bengaluru,Normal,Female,Clothing,Jeans,1897.68,1,0.1,Card,5.7,1157.58,1897.68,189.76800000000003,1707.912,1157.58,550.3320000000001,32.22250326714725,Tuesday,January,12,Afternoon
INV-2024-00519,2024-01-02,13:43,C,Bengaluru,Normal,Male,Electronics,Bluetooth Speaker,2597.15,2,0.1,UPI,7.8,1792.03,5194.3,519.4300000000001,4674.87,3584.06,1090.81,23.33348307011746,Tuesday,January,13,Afternoon
INV-2024-00239,2024-01-02,15:36,C,Bengaluru,Member,Male,Electronics,Bluetooth Speaker,2647.1,1,0.15000000000000002,Card,6.0,1826.5,2647.1,397.06500000000005,2250.035,1826.5,423.53499999999985,18.823484968011602,Tuesday,January,15,Afternoon
INV-2024-00205,2024-01-02,16:09,A,Delhi,Normal,Male,Groceries,Dry Fruits,982.93,1,0.0,Card,6.7,806.0,982.93,0.0,982.93,806.0,176.92999999999995,18.000264515275752,Tuesday,January,16,Evening
INV-2024-02394,2024-01-02,16:40,A,Delhi,Member,Male,Clothing,T-Shirt,768.78,2,0.15000000000000002,UPI,7.8,468.96,1537.56,230.63400000000001,1306.926,937.92,369.006,28.234651388066347,Tuesday,January,16,Evening
INV-2024-00395,2024-01-02,17:09,B,Mumbai,Member,Male,Electronics,Earbuds,2275.68,2,0.15000000000000002,UPI,7.0,1570.22,4551.36,682.7040000000001,3868.6559999999995,3140.44,728.2159999999994,18.823488053732344,Tuesday,January,17,Evening
INV-2024-02023,2024-01-02,17:47,A,Delhi,Normal,Female,Electronics,Power Bank,1493.05,3,0.05,Cash,8.3,1030.2,4479.15,223.95749999999998,4255.192499999999,3090.6000000000004,1164.5924999999988,27.368738312073994,Tuesday,January,17,Evening
INV-2024-00826,2024-01-02,18:20,C,Bengaluru,Normal,Female,Groceries,Cooking Oil,735.19,3,0.05,Card,9.8,602.86,2205.57,110.27850000000001,2095.2915000000003,1808.58,286.71150000000034,13.68360917800699,Tuesday,January,18,Evening
INV-2024-01949,2024-01-02,18:50,B,Mumbai,Normal,Male,Clothing,Sports Shoes,2492.13,1,0.1,UPI,6.4,1520.2,2492.13,249.21300000000002,2242.917,1520.2,722.7169999999999,32.22219101286405,Tuesday,January,18,Evening
INV-2024-00812,2024-01-02,20:55,B,Mumbai,Member,Female,Groceries,Breakfast Cereal,392.18,1,0.05,UPI,8.5,321.59,392.18,19.609,372.571,321.59,50.98100000000005,13.683566353795666,Tuesday,January,20,Night
INV-2024-02052,2024-01-02,21:27,B,Mumbai,Member,Male,Groceries,Rice 5kg,571.47,3,0.1,UPI,8.3,468.61,1714.41,171.44100000000003,1542.969,1405.83,137.13900000000012,8.887994509286973,Tuesday,January,21,Night
INV-2024-00227,2024-01-03,09:40,A,Delhi,Normal,Male,Electronics,Earbuds,2224.5,5,0.05,UPI,8.5,1534.9,11122.5,556.125,10566.375,7674.5,2891.875,27.36865765222226,Wednesday,January,9,Morning
INV-2024-02038,2024-01-03,09:52,C,Bengaluru,Member,Female,Groceries,Dry Fruits,976.77,2,0.15000000000000002,UPI,8.7,800.95,1953.54,293.03100000000006,1660.509,1601.9,58.608999999999924,3.5295803877003937,Wednesday,January,9,Morning
INV-2024-01045,2024-01-03,09:55,A,Delhi,Normal,Male,Electronics,Bluetooth Speaker,2914.81,2,0.0,UPI,6.4,2011.22,5829.62,0.0,5829.62,4022.44,1807.1799999999998,30.999962261691156,Wednesday,January,9,Morning
INV-2024-01318,2024-01-03,11:40,A,Delhi,Member,Male,Electronics,Smart Watch,3880.53,4,0.1,Cash,7.8,2677.57,15522.12,1552.2120000000002,13969.908000000001,10710.28,3259.6280000000006,23.333210211548998,Wednesday,January,11,Morning
INV-2024-02130,2024-01-03,12:54,B,Mumbai,Member,Female,Clothing,T-Shirt,841.1,5,0.05,UPI,7.5,513.07,4205.5,210.275,3995.225,2565.3500000000004,1429.8749999999995,35.78959883360761,Wednesday,January,12,Afternoon
INV-2024-01356,2024-01-03,13:36,A,Delhi,Normal,Male,Personal Care,Trimmer,1811.92,6,0.0,Cash,6.5,1050.91,10871.52,0.0,10871.52,6305.460000000001,4566.0599999999995,42.00019868426861,Wednesday,January,13,Afternoon
INV-2024-00150,2024-01-03,14:16,C,Bengaluru,Normal,Male,Sports,Fitness Band,1301.46,3,0.1,Card,8.0,832.93,3904.38,390.43800000000005,3513.942,2498.79,1015.152,28.889264535385045,Wednesday,January,14,Afternoon
INV-2024-01902,2024-01-03,14:33,A,Delhi,Normal,Male,Personal Care,Trimmer,1981.55,3,0.05,UPI,9.5,1149.3,5944.65,297.2325,5647.4175,3447.8999999999996,2199.5175,38.94731529942669,Wednesday,January,14,Afternoon
INV-2024-02031,2024-01-03,15:06,C,Bengaluru,Member,Female,Groceries,Breakfast Cereal,371.5,3,0.1,UPI,6.6,304.63,1114.5,111.45,1003.05,913.89,89.15999999999997,8.888888888888886,Wednesday,January,15,Afternoon
INV-2024-00872,2024-01-03,15:27,A,Delhi,Member,Female,Home & Kitchen,Storage Set,673.23,2,0.1,UPI,8.7,444.33,1346.46,134.64600000000002,1211.814,888.66,323.1540000000001,26.66696374196041,Wednesday,January,15,Afternoon
INV-2024-00136,2024-01-03,15:50,A,Delhi,Member,Male,Home & Kitchen,Bedsheet,1063.77,3,0.1,Card,7.3,702.09,3191.31,319.13100000000003,2872.179,2106.27,765.9090000000001,26.666478656100473,Wednesday,January,15,Afternoon
INV-2024-02350,2024-01-03,16:27,B,Mumbai,Normal,Male,Electronics,Earbuds,2267.42,1,0.05,Card,10.0,1564.52,2267.42,113.37100000000001,2154.049,1564.52,589.529,27.368411767791727,Wednesday,January,16,Evening
INV-2024-01894,2024-01-03,17:46,A,Delhi,Normal,Male,Electronics,Earbuds,2050.22,1,0.0,UPI,6.1,1414.65,2050.22,0.0,2050.22,1414.65,635.5699999999997,31.00008779545609,Wednesday,January,17,Evening
INV-2024-01205,2024-01-03,17:53,A,Delhi,Member,Female,Groceries,Rice 5kg,665.07,2,0.0,Card,7.9,545.36,1330.14,0.0,1330.14,1090.72,239.42000000000007,17.999609063707585,Wednesday,January,17,Evening
INV-2024-01721,2024-01-03,18:23,B,Mumbai,Normal,Male,Electronics,Power Bank,1494.86,1,0.05,UPI,7.3,1031.45,1494.86,74.743,1420.117,1031.45,388.6669999999999,27.36866046952469,Wednesday,January,18,Evening
INV-2024-01743,2024-01-03,18:38,A,Delhi,Normal,Male,Groceries,Breakfast Cereal,350.94,3,0.0,Card,7.0,287.77,1052.82,0.0,1052.82,863.31,189.51,18.000227959195303,Wednesday,January,18,Evening
INV-2024-00085,2024-01-03,18:42,C,Bengaluru,Normal,Male,Groceries,Cooking Oil,753.17,3,0.1,Card,7.3,617.6,2259.5099999999998,225.951,2033.5589999999997,1852.8000000000002,180.75899999999956,8.888800374122392,Wednesday,January,18,Evening
INV-2024-01069,2024-01-03,19:19,B,Mumbai,Member,Female,Clothing,Jeans,1829.91,3,0.1,Card,6.7,1116.25,5489.7300000000005,548.9730000000001,4940.7570000000005,3348.75,1592.0070000000005,32.22192469696446,Wednesday,January,19,Night
INV-2024-00590,2024-01-03,19:20,C,Bengaluru,Member,Male,Groceries,Cooking Oil,749.42,2,0.1,Cash,5.3,614.52,1498.84,149.884,1348.956,1229.04,119.91599999999994,8.88954124522964,Wednesday,January,19,Night
INV-2024-00270,2024-01-03,20:04,A,Delhi,Normal,Male,Electronics,Bluetooth Speaker,2814.41,1,0.05,UPI,5.7,1941.94,2814.41,140.7205,2673.6895,1941.94,731.7494999999999,27.368529516983926,Wednesday,January,20,Night
INV-2024-00797,2024-01-03,20:35,C,Bengaluru,Normal,Male,Clothing,Jeans,1936.49,2,0.0,UPI,6.2,1181.26,3872.98,0.0,3872.98,2362.52,1510.46,38.99994319619518,Wednesday,January,20,Night
INV-2024-02321,2024-01-04,12:18,B,Mumbai,Member,Female,Personal Care,Perfume,1502.12,1,0.2,Card,8.7,871.23,1502.12,300.424,1201.696,871.23,330.4659999999999,27.49996671371128,Thursday,January,12,Afternoon
INV-2024-01841,2024-01-04,12:49,A,Delhi,Member,Female,Sports,Yoga Mat,829.95,4,0.0,Cash,7.6,531.17,3319.8,0.0,3319.8,2124.68,1195.1200000000003,35.99975902162782,Thursday,January,12,Afternoon
INV-2024-02122,2024-01-04,13:23,A,Delhi,Member,Female,Groceries,Cooking Oil,780.46,5,0.05,Card,4.3,639.98,3902.3,195.115,3707.1850000000004,3199.9,507.2850000000003,13.683832881283244,Thursday,January,13,Afternoon
INV-2024-02018,2024-01-04,13:49,B,Mumbai,Normal,Male,Groceries,Dry Fruits,909.82,1,0.1,Card,8.2,746.05,909.82,90.98200000000001,818.8380000000001,746.05,72.78800000000012,8.889181987157425,Thursday,January,13,Afternoon
INV-2024-00795,2024-01-04,14:22,C,Bengaluru,Member,Female,Groceries,Rice 5kg,664.82,3,0.0,Card,10.0,545.15,1994.46,0.0,1994.46,1635.4499999999998,359.0100000000002,18.000360999969928,Thursday,January,14,Afternoon
INV-2024-00415,2024-01-04,14:59,C,Bengaluru,Normal,Male,Groceries,Dry Fruits,876.08,2,0.0,Card,5.8,718.39,1752.16,0.0,1752.16,1436.78,315.3800000000001,17.999497762761397,Thursday,January,14,Afternoon
INV-2024-01382,2024-01-04,15:00,A,Delhi,Normal,Male,Sports,Dumbbell Set,2310.51,4,0.0,UPI,8.7,1478.73,9242.04,0.0,9242.04,5914.92,3327.120000000001,35.99984419024372,Thursday,January,15,Afternoon
INV-2024-00650,2024-01-04,15:53,A,Delhi,Member,Male,Groceries,Breakfast Cereal,394.86,4,0.0,UPI,7.2,323.79,1579.44,0.0,1579.44,1295.16,284.28,17.998784379273662,Thursday,January,15,Afternoon
INV-2024-01729,2024-01-04,16:55,C,Bengaluru,Member,Female,Groceries,Cooking Oil,843.21,3,0.2,Card,7.5,691.43,2529.63,505.92600000000004,2023.7040000000002,2074.29,-50.585999999999785,-2.499673865347886,Thursday,January,16,Evening
INV-2024-00164,2024-01-04,17:10,B,Mumbai,Member,Male,Groceries,Dry Fruits,878.53,2,0.0,Cash,9.0,720.39,1757.06,0.0,1757.06,1440.78,316.28,18.000523601925945,Thursday,January,17,Evening
INV-2024-02276,2024-01-04,17:21,C,Bengaluru,Normal,Female,Groceries,Breakfast Cereal,356.76,4,0.1,Cash,6.4,292.54,1427.04,142.704,1284.336,1170.16,114.17599999999993,8.889885512825298,Thursday,January,17,Evening
INV-2024-01660,2024-01-04,17:22,A,Delhi,Normal,Female,Sports,Cricket Bat,1947.74,2,0.05,Card,9.0,1246.55,3895.48,194.774,3700.706,2493.1,1207.6060000000002,32.63177350483935,Thursday,January,17,Evening
INV-2024-01433,2024-01-04,18:13,C,Bengaluru,Normal,Male,Electronics,Earbuds,2299.0,2,0.1,Cash,7.5,1586.31,4598.0,459.8,4138.2,3172.62,965.5799999999999,23.333333333333332,Thursday,January,18,Evening
INV-2024-00069,2024-01-04,18:29,B,Mumbai,Normal,Female,Clothing,Jacket,2771.79,2,0.05,UPI,6.7,1690.79,5543.58,277.17900000000003,5266.401,3381.58,1884.821,35.789545839749,Thursday,January,18,Evening
INV-2024-00422,2024-01-04,18:30,C,Bengaluru,Normal,Female,Personal Care,Perfume,1538.7,4,0.0,UPI,7.3,892.45,6154.8,0.0,6154.8,3569.8,2585.0,41.99974004029375,Thursday,January,18,Evening
INV-2024-00633,2024-01-04,18:59,C,Bengaluru,Normal,Female,Electronics,Smart Watch,3765.03,3,0.05,UPI,8.9,2597.87,11295.09,564.7545,10730.335500000001,7793.61,2936.7255000000014,27.3684406233151,Thursday,January,18,Evening
INV-2024-00485,2024-01-04,19:24,C,Bengaluru,Member,Female,Clothing,T-Shirt,752.66,1,0.05,Cash,8.3,459.12,752.66,37.633,715.0269999999999,459.12,255.90699999999993,35.789837306842955,Thursday,January,19,Night
INV-2024-00768,2024-01-04,19:29,A,Delhi,Normal,Male,Groceries,Dry Fruits,1002.73,1,0.15,Card,9.5,822.24,1002.73,150.4095,852.3205,822.24,30.08050000000003,3.5292475072463967,Thursday,January,19,Night
INV-2024-01161,2024-01-04,19:48,A,Delhi,Normal,Male,Clothing,Jacket,2791.72,2,0.0,Card,8.8,1702.95,5583.44,0.0,5583.44,3405.9,2177.5399999999995,38.999971343831035,Thursday,January,19,Night
INV-2024-02152,2024-01-04,19:56,A,Delhi,Member,Male,Personal Care,Perfume,1636.94,1,0.05,Card,7.4,949.43,1636.94,81.84700000000001,1555.093,949.43,605.6630000000001,38.947059757840854,Thursday,January,19,Night
INV-2024-00972,2024-01-04,20:01,C,Bengaluru,Member,Female,Personal Care,Perfume,1720.27,4,0.15000000000000002,UPI,7.6,997.76,6881.08,1032.162,5848.918,3991.04,1857.8779999999997,31.76447336071389,Thursday,January,20,Night
INV-2024-02080,2024-01-04,21:35,A,Delhi,Normal,Female,Clothing,Jeans,1899.37,3,0.05,Card,6.2,1158.62,5698.11,284.9055,5413.2045,3475.8599999999997,1937.3445000000002,35.789235378046406,Thursday,January,21,Night
INV-2024-00723,2024-01-04,21:51,B,Mumbai,Member,Female,Clothing,Jacket,2824.5,2,0.05,Cash,8.1,1722.94,5649.0,282.45,5366.55,3445.88,1920.67,35.78966002366511,Thursday,January,21,Night
INV-2024-01019,2024-01-05,10:37,B,Mumbai,Normal,Male,Personal Care,Skin Care Kit,1286.5,5,0.1,Card,8.0,746.17,6432.5,643.25,5789.25,3730.85,2058.4,35.55555555555556,Friday,January,10,Morning
INV-2024-02160,2024-01-05,10:52,C,Bengaluru,Member,Male,Groceries,Breakfast Cereal,389.4,2,0.1,UPI,7.1,319.31,778.8,77.88,700.92,638.62,62.299999999999955,8.888318210352104,Friday,January,10,Morning
INV-2024-01386,2024-01-05,12:10,A,Delhi,Member,Male,Sports,Cricket Bat,2112.76,6,0.1,Card,9.8,1352.17,12676.560000000001,1267.6560000000002,11408.904,8113.02,3295.884,28.888699563078102,Friday,January,12,Afternoon
INV-2024-01926,2024-01-05,12:34,A,Delhi,Member,Female,Groceries,Breakfast Cereal,357.95,5,0.15000000000000002,Card,6.0,293.52,1789.75,268.46250000000003,1521.2875,1467.6,53.6875,3.5290830957330552,Friday,January,12,Afternoon
INV-2024-00281,2024-01-05,13:31,C,Bengaluru,Member,Female,Home & Kitchen,Cookware Set,2531.62,3,0.0,UPI,5.5,1670.87,7594.86,0.0,7594.86,5012.61,2582.25,33.99996839968084,Friday,January,13,Afternoon
INV-2024-02229,2024-01-05,13:51,B,Mumbai,Member,Male,Groceries,Breakfast Cereal,351.38,2,0.1,UPI,8.7,288.13,702.76,70.276,632.484,576.26,56.224000000000046,8.889394830541175,Friday,January,13,Afternoon
INV-2024-02046,2024-01-05,14:13,B,Mumbai,Normal,Female,Groceries,Breakfast Cereal,373.85,2,0.1,Cash,5.6,306.56,747.7,74.77000000000001,672.9300000000001,613.12,59.81000000000006,8.887997265688862,Friday,January,14,Afternoon
INV-2024-00125,2024-01-05,14:56,A,Delhi,Member,Female,Sports,Yoga Mat,876.69,1,0.05,UPI,6.1,561.08,876.69,43.834500000000006,832.8555,561.08,271.77549999999997,32.631771057524375,Friday,January,14,Afternoon
INV-2024-00555,2024-01-05,15:02,A,Delhi,Member,Female,Groceries,Cooking Oil,778.46,2,0.1,UPI,5.8,638.34,1556.92,155.692,1401.228,1276.68,124.548,8.888489239438549,Friday,January,15,Afternoon
INV-2024-00726,2024-01-05,15:48,C,Bengaluru,Member,Female,Clothing,Jacket,3177.49,2,0.0,Card,7.2,1938.27,6354.98,0.0,6354.98,3876.54,2478.4399999999996,38.999965381480344,Friday,January,15,Afternoon
INV-2024-01620,2024-01-05,16:59,C,Bengaluru,Normal,Male,Groceries,Breakfast Cereal,410.23,4,0.15,UPI,5.4,336.39,1640.92,246.138,1394.7820000000002,1345.56,49.22200000000021,3.5290102682713287,Friday,January,16,Evening
INV-2024-00620,2024-01-05,17:03,B,Mumbai,Member,Female,Groceries,Breakfast Cereal,391.57,1,0.15000000000000002,Card,5.8,321.09,391.57,58.73550000000001,332.8345,321.09,11.744500000000016,3.528630595686449,Friday,January,17,Evening
INV-2024-02388,2024-01-05,17:04,A,Delhi,Member,Female,Personal Care,Shampoo,470.04,2,0.2,Card,6.7,272.62,940.08,188.01600000000002,752.0640000000001,545.24,206.82400000000007,27.500850991404995,Friday,January,17,Evening
INV-2024-00435,2024-01-05,17:30,B,Mumbai,Normal,Male,Personal Care,Shampoo,448.78,1,0.0,UPI,6.0,260.29,448.78,0.0,448.78,260.29,188.48999999999995,42.00053478318998,Friday,January,17,Evening
INV-2024-00176,2024-01-05,17:39,C,Bengaluru,Member,Male,Electronics,Smart Watch,3783.21,4,0.05,UPI,10.0,2610.41,15132.84,756.642,14376.198,10441.64,3934.558000000001,27.36855738909551,Friday,January,17,Evening
INV-2024-02296,2024-01-05,17:59,C,Bengaluru,Member,Male,Personal Care,Shampoo,471.06,3,0.05,UPI,6.3,273.21,1413.18,70.659,1342.521,819.6299999999999,522.8910000000001,38.94844102997273,Friday,January,17,Evening
INV-2024-01261,2024-01-05,18:01,C,Bengaluru,Normal,Female,Personal Care,Perfume,1616.48,1,0.1,Card,7.4,937.56,1616.48,161.64800000000002,1454.8319999999999,937.56,517.2719999999999,35.555445577221285,Friday,January,18,Evening
INV-2024-01940,2024-01-05,18:04,B,Mumbai,Normal,Male,Electronics,Smart Watch,4192.26,1,0.1,UPI,10.0,2892.66,4192.26,419.22600000000006,3773.034,2892.66,880.3740000000003,23.33331743101176,Friday,January,18,Evening
INV-2024-02097,2024-01-05,18:19,A,Delhi,Member,Male,Home & Kitchen,Cookware Set,2529.36,1,0.05,Card,7.6,1669.38,2529.36,126.46800000000002,2402.8920000000003,1669.38,733.5120000000002,30.526215909828657,Friday,January,18,Evening
INV-2024-00451,2024-01-05,18:39,C,Bengaluru,Member,Male,Clothing,Jeans,1939.43,1,0.05,UPI,8.5,1183.05,1939.43,96.9715,1842.4585,1183.05,659.4085,35.789598517415726,Friday,January,18,Evening
INV-2024-01390,2024-01-05,19:40,B,Mumbai,Normal,Female,Groceries,Rice 5kg,642.26,3,0.1,UPI,6.0,526.65,1926.78,192.678,1734.1019999999999,1579.9499999999998,154.15200000000004,8.889442489542141,Friday,January,19,Night
INV-2024-01364,2024-01-05,19:57,C,Bengaluru,Member,Female,Electronics,Earbuds,2307.68,2,0.0,Card,8.4,1592.3,4615.36,0.0,4615.36,3184.6,1430.7599999999998,30.999965333148438,Friday,January,19,Night
INV-2024-00028,2024-01-05,20:16,B,Mumbai,Member,Male,Clothing,Jacket,3217.74,1,0.05,UPI,5.6,1962.82,3217.74,160.887,3056.8529999999996,1962.82,1094.0329999999997,35.789519482945366,Friday,January,20,Night
INV-2024-00903,2024-01-05,20:20,B,Mumbai,Member,Female,Personal Care,Skin Care Kit,1261.5,2,0.0,UPI,6.8,731.67,2523.0,0.0,2523.0,1463.34,1059.66,42.00000000000001,Friday,January,20,Night
INV-2024-01315,2024-01-05,20:46,B,Mumbai,Normal,Male,Sports,Cricket Bat,1976.95,5,0.05,Card,7.3,1265.25,9884.75,494.2375,9390.5125,6326.25,3064.2625000000007,32.63147245690797,Friday,January,20,Night
INV-2024-02298,2024-01-05,20:52,B,Mumbai,Normal,Male,Personal Care,Skin Care Kit,1217.5,1,0.05,Cash,8.1,706.15,1217.5,60.875,1156.625,706.15,450.475,38.94736842105264,Friday,January,20,Night
INV-2024-02118,2024-01-05,21:02,B,Mumbai,Normal,Male,Clothing,Jeans,1823.94,2,0.0,UPI,7.3,1112.6,3647.88,0.0,3647.88,2225.2,1422.6800000000003,39.000186409640676,Friday,January,21,Night
INV-2024-01726,2024-01-06,09:17,A,Delhi,Member,Male,Home & Kitchen,Storage Set,711.9,3,0.05,UPI,8.2,469.85,2135.7,106.785,2028.9149999999997,1409.5500000000002,619.3649999999996,30.52690723859795,Saturday,January,9,Morning
INV-2024-00635,2024-01-06,11:06,B,Mumbai,Normal,Male,Clothing,Sports Shoes,2303.85,1,0.0,Card,9.5,1405.35,2303.85,0.0,2303.85,1405.35,898.5,38.999934891594506,Saturday,January,11,Morning
INV-2024-02362,2024-01-06,11:06,B,Mumbai,Normal,Female,Clothing,Jeans,1816.48,6,0.2,UPI,5.7,1108.05,10898.880000000001,2179.7760000000003,8719.104000000001,6648.299999999999,2070.804000000002,23.750192680348825,Saturday,January,11,Morning
INV-2024-00732,2024-01-06,11:54,B,Mumbai,Normal,Female,Home & Kitchen,Bedsheet,975.71,2,0.2,Card,8.4,643.97,1951.42,390.28400000000005,1561.136,1287.94,273.1959999999999,17.499820643428883,Saturday,January,11,Morning
INV-2024-00763,2024-01-06,12:50,B,Mumbai,Normal,Male,Personal Care,Trimmer,1904.85,1,0.1,UPI,9.1,1104.81,1904.85,190.485,1714.3649999999998,1104.81,609.5549999999998,35.555730547462176,Saturday,January,12,Afternoon
