date,ticker,sector,close,volume,daily_return,cumulative_return,rolling_volatility_21d,rolling_peak,drawdown
2022-03-30,AURORA,Consumer,190.74,946356,0.015438671209540011,0.04104355419714012,0.1639132114567024,204.67,-0.06806078076904276
2022-03-31,AURORA,Consumer,192.94,860184,0.011534025374855705,0.05305097696757999,0.1600790204774839,204.67,-0.0573117701666096
2022-04-01,AURORA,Consumer,190.77,1268601,-0.011247019798901192,0.04120729178037341,0.15925870373195786,204.67,-0.06791420335173681
2022-04-04,AURORA,Consumer,189.1,887067,-0.008753996959689814,0.03209256631372126,0.15846073477775785,204.67,-0.0760736795817657
2022-04-05,AURORA,Consumer,193.77,636514,0.024695928080380902,0.057581050103700626,0.17875926284604343,204.67,-0.05325646162114617
2022-04-06,AURORA,Consumer,194.94,717733,0.006038086391082054,0.06396681584979813,0.17959708381525566,204.67,-0.047539942346215835
2022-04-07,AURORA,Consumer,195.12,744610,0.0009233610341643494,0.06494924134919766,0.1738491646602491,204.67,-0.046660477842380366
2022-04-08,AURORA,Consumer,194.92,2922414,-0.0010250102501025982,0.06385765746097571,0.17409437758201482,204.67,-0.047637660624419764
2022-04-11,AURORA,Consumer,194.17,568827,-0.003847732403037152,0.059764217880143855,0.17448542370591205,204.67,-0.05130209605706748
2022-04-12,AURORA,Consumer,196.89,907768,0.014008343204408469,0.07460975875996034,0.16674688596462206,204.67,-0.03801241022133195
2022-04-13,AURORA,Consumer,196.43,750109,-0.0023363299304178797,0.07209911581705031,0.16658570936502712,204.67,-0.04025993062002242
2022-04-14,AURORA,Consumer,195.43,1417250,-0.005090872066384922,0.06664119637594124,0.1671367719176112,204.67,-0.0451458445302193
2022-04-15,AURORA,Consumer,196.59,955221,0.005935629125518149,0.07297238292762787,0.16327074153107157,204.67,-0.03947818439439088
2022-04-18,AURORA,Consumer,198.48,760938,0.009613917289790885,0.08328785067132394,0.14823675819330548,204.67,-0.03024380710411878
2022-04-19,AURORA,Consumer,198.54,912185,0.0003022974607014284,0.08361532583779052,0.14799390494568798,204.67,-0.029950652269506994
2022-04-20,AURORA,Consumer,201.61,1475892,0.015462879016822972,0.10037113852199542,0.15090217651948673,204.67,-0.014950896565202432
2022-04-21,AURORA,Consumer,201.24,565879,-0.0018352264272605279,0.09835170832878504,0.15058120620522258,204.67,-0.01675868471197528
2022-04-22,AURORA,Consumer,198.96,977366,-0.011329755515802065,0.08590765200305639,0.15799464343845976,204.67,-0.02789856842722427
2022-04-25,AURORA,Consumer,201.02,1112065,0.010353839967832679,0.0971509660517409,0.15192822306357204,204.67,-0.017833585772218608
2022-04-26,AURORA,Consumer,194.98,917805,-0.030046761516267173,0.06418513262744208,0.19188126006108647,204.67,-0.04734450578980798
2022-04-27,AURORA,Consumer,194.98,630436,0.0,0.06418513262744208,0.1912237480592145,204.67,-0.04734450578980798
2022-04-28,AURORA,Consumer,197.18,840035,0.011283208534208722,0.07619255539788217,0.18801724531108407,204.67,-0.036595495187374705
2022-04-29,AURORA,Consumer,200.26,940222,0.015620245460999937,0.09300294727649794,0.1912294197353306,204.67,-0.021546880343968344
2022-05-02,AURORA,Consumer,198.32,1051639,-0.009687406371716722,0.08241458356074638,0.18995623477377965,204.67,-0.03102555332975032
2022-05-03,AURORA,Consumer,199.0,1882678,0.0034288019362647137,0.08612596878070056,0.18597835434760573,204.67,-0.02770313187081641
2022-05-04,AURORA,Consumer,200.95,1406908,0.009798994974874242,0.09676891169086299,0.17005286834220965,204.67,-0.018175599745932525
2022-05-05,AURORA,Consumer,201.54,778032,0.00293605374471273,0.09998908416111751,0.1694145762676632,204.67,-0.015292910538916238
2022-05-06,AURORA,Consumer,202.32,653691,0.003870199464126145,0.10424626132518244,0.16956469675694072,204.67,-0.011481897688962683
2022-05-09,AURORA,Consumer,200.81,1129150,-0.007463424278370878,0.09600480296910785,0.17235139900284993,204.67,-0.018859627693360026
2022-05-10,AURORA,Consumer,199.5,661225,-0.006523579503012855,0.08885492850125498,0.17363712665266676,204.67,-0.02526017491571797
2022-05-11,AURORA,Consumer,198.51,931332,-0.004962406015037613,0.08345158825455701,0.16857023881250133,204.67,-0.030097229686812943
2022-05-12,AURORA,Consumer,202.11,1159074,0.018135106543751167,0.10310009824254984,0.17891453237612004,204.67,-0.01250793961010399
2022-05-13,AURORA,Consumer,202.51,878482,0.001979120281034863,0.1052832660189933,0.1773425514190351,204.67,-0.010553574046025305
2022-05-16,AURORA,Consumer,197.69,886365,-0.023801293763270892,0.07897609431284769,0.19730573414989427,204.67,-0.034103679093174355
2022-05-17,AURORA,Consumer,196.21,780374,-0.007486468713642558,0.07089837354000639,0.19606661628796107,204.67,-0.04133483168026575
2022-05-18,AURORA,Consumer,196.82,1087830,0.0031089139187603365,0.07422770439908266,0.19644741571591995,204.67,-0.038354424195045644
2022-05-19,AURORA,Consumer,199.16,1338779,0.011889035667107084,0.08699923589127789,0.19318787062718287,204.67,-0.02692138564518487
2022-05-20,AURORA,Consumer,201.56,1034479,0.012050612572805708,0.10009824254993949,0.19791918603646724,204.67,-0.015195192260712309
2022-05-23,AURORA,Consumer,205.7,504438,0.02053978964080172,0.12269402903613091,0.20528119094462238,205.7,0.0
2022-05-24,AURORA,Consumer,208.9,805285,0.015556635877491676,0.14015937124768008,0.2088157911868944,208.9,0.0
2022-05-25,AURORA,Consumer,215.01,644163,0.02924844423168982,0.17350725903285635,0.1950277846865311,215.01,0.0
2022-05-26,AURORA,Consumer,215.55,589579,0.002511511092507357,0.17645453553105517,0.19445203160151675,215.55,0.0
2022-05-27,AURORA,Consumer,212.97,630677,-0.01196938065414066,0.16237310337299382,0.20133363314352948,215.55,-0.01196938065414066
2022-05-30,AURORA,Consumer,215.42,827406,0.01150396769498041,0.1757450060037109,0.19876468388709936,215.55,-0.0006031083275342963
2022-05-31,AURORA,Consumer,218.28,1881583,0.013276390307306762,0.19135465560528298,0.1953765260693965,218.28,0.0
2022-06-01,AURORA,Consumer,217.17,897245,-0.005085211654755395,0.18529636502565183,0.19825141921086292,218.28,-0.005085211654755395
2022-06-02,AURORA,Consumer,217.74,598942,0.002624671916010568,0.18840737910708416,0.19727361119389997,218.28,-0.002473886750962051
2022-06-03,AURORA,Consumer,217.46,1405388,-0.0012859373564801935,0.18687916166357366,0.19807456792186182,218.28,-0.003756642844053526
2022-06-06,AURORA,Consumer,217.93,1319606,0.002161317023820386,0.1894443838008948,0.1981446002446441,218.28,-0.0016034451163642327
2022-06-07,AURORA,Consumer,220.91,882060,0.013674115541687737,0.2057089837353998,0.1967723950258474,220.91,0.0
2022-06-08,AURORA,Consumer,217.76,737041,-0.014259200579421538,0.18851653749590613,0.2039875493607164,220.91,-0.014259200579421538
2022-06-09,AURORA,Consumer,216.88,703367,-0.004041146216017588,0.18371356838773023,0.20348723659125298,220.91,-0.018242723280974205
2022-06-10,AURORA,Consumer,214.45,1204977,-0.011204352637403159,0.17045082414583534,0.20373695425513752,220.91,-0.029242678013670753
2022-06-13,AURORA,Consumer,212.85,1064809,-0.007460946607600771,0.16171815304006087,0.20687732978018267,220.91,-0.0364854465619483
2022-06-14,AURORA,Consumer,213.77,748458,0.0043222926943857765,0.16673943892588117,0.18352484643819972,220.91,-0.03232085464668866
2022-06-15,AURORA,Consumer,214.29,1077949,0.002432520933713711,0.1695775570352578,0.1790037527673671,220.91,-0.02996695486849854
2022-06-16,AURORA,Consumer,211.63,1166775,-0.012413085071631857,0.15505949132190766,0.18811241861934982,220.91,-0.042008057580009917
2022-06-17,AURORA,Consumer,209.23,1308840,-0.011340547181401539,0.14196048466324585,0.1922674453941851,220.91,-0.0528722104024264
2022-06-20,AURORA,Consumer,210.47,1321494,0.005926492376810311,0.14872830477022125,0.18955400886186663,220.91,-0.047259064777511184
2022-06-21,AURORA,Consumer,210.18,1602951,-0.0013778685798451207,0.14714550813229965,0.17755797282963875,220.91,-0.04857181657688647
2022-06-22,AURORA,Consumer,208.9,816053,-0.0060900180797411885,0.14015937124768008,0.17104373061157496,220.91,-0.05436603141550855
2022-06-23,AURORA,Consumer,212.17,1072860,0.015653422690282248,0.15800676782010648,0.146534373413655,220.91,-0.03956362319496631
2022-06-24,AURORA,Consumer,213.86,963324,0.007965310835650774,0.16723065167558082,0.14918392007157574,220.91,-0.03191344891584802
2022-06-27,AURORA,Consumer,214.41,1654410,0.0025717759281771446,0.1702325073681905,0.1432797312051481,220.91,-0.029423747227377617
2022-06-28,AURORA,Consumer,214.52,820894,0.0005130357725853241,0.17083287850671258,0.13744834485584825,220.91,-0.028925806889683492
2022-06-29,AURORA,Consumer,216.92,1020131,0.01118776804027588,0.18393188516537418,0.13504444232379464,220.91,-0.01806165406726723
2022-06-30,AURORA,Consumer,219.3,1010325,0.010971786833855912,0.1969217334352138,0.13921111858240404,220.91,-0.007288035851704233
2022-07-01,AURORA,Consumer,218.78,568626,-0.0023711810305517833,0.19408361532583696,0.13932673745300997,220.91,-0.00964193562989446
2022-07-04,AURORA,Consumer,221.41,812903,0.012021208519974458,0.2084379434559538,0.14497337715630268,221.41,0.0
2022-07-05,AURORA,Consumer,221.35,597864,-0.0002709904701684307,0.2081104682894872,0.144951008708824,221.41,-0.0002709904701684307
2022-07-06,AURORA,Consumer,222.84,1029142,0.006731420826745049,0.21624276825673983,0.139045167425915,222.84,0.0
2022-07-07,AURORA,Consumer,225.9,648295,0.013731825525040486,0.23294400174653362,0.13549704439201016,225.9,0.0
2022-07-08,AURORA,Consumer,219.59,928099,-0.02793271359008409,0.19850453007313562,0.16945829255050213,225.9,-0.02793271359008409
2022-07-11,AURORA,Consumer,220.51,627278,0.004189626121408052,0.2035258159589559,0.16420322706028714,225.9,-0.02386011509517494
2022-07-12,AURORA,Consumer,224.89,1241874,0.01986304475987488,0.22743150311101368,0.17272799897620653,225.9,-0.004471004869411321
2022-07-13,AURORA,Consumer,231.99,984098,0.03157099026190591,0.26618273114288793,0.1996807468887243,231.99,0.0
2022-07-14,AURORA,Consumer,231.89,729147,-0.0004310530626321363,0.26563693919877696,0.20020567415975715,231.99,-0.0004310530626321363
2022-07-15,AURORA,Consumer,229.95,626940,-0.00836603562033722,0.2550485754830254,0.196522586434093,231.99,-0.008793482477693071
2022-07-18,AURORA,Consumer,232.86,1128171,0.01265492498369225,0.27093112105665296,0.1903513915556285,232.86,0.0
2022-07-19,AURORA,Consumer,231.91,737151,-0.004079704543502594,0.2657460975875994,0.19299248719176806,232.86,-0.004079704543502594
2022-07-20,AURORA,Consumer,232.8,1060404,0.0038376956577983456,0.2706036458901866,0.19176458621311204,232.86,-0.0002576655501159708
2022-07-21,AURORA,Consumer,228.97,370588,-0.016451890034364314,0.24969981443073896,0.20234745165291615,232.86,-0.016705316499184164
2022-07-22,AURORA,Consumer,228.39,989970,-0.0025330829366293495,0.24653422115489554,0.19945264486318573,232.86,-0.019196083483638327
2022-07-25,AURORA,Consumer,224.64,591855,-0.01641928280572702,0.2260670232507367,0.2103035683173781,232.86,-0.035300180365885225
2022-07-26,AURORA,Consumer,222.6,914708,-0.009081196581196549,0.21493286759087438,0.21404412607808554,232.86,-0.044060809069827456
2022-07-27,AURORA,Consumer,218.49,1525969,-0.018463611859838247,0.19250081868791624,0.2253589783595239,232.86,-0.06171089925276996
2022-07-28,AURORA,Consumer,217.82,1764527,-0.0030665018994004978,0.18884401266237316,0.22260817806009994,232.86,-0.06458816456239813
2022-07-29,AURORA,Consumer,210.61,1023284,-0.03310072536957109,0.14949241349197706,0.24698251119277065,232.86,-0.09555097483466457
2022-08-01,AURORA,Consumer,211.01,779202,0.001899245050092535,0.1516755812684205,0.24730262593358987,232.86,-0.09383320450055832
2022-08-02,AURORA,Consumer,208.84,1379191,-0.010283872802236749,0.13983189608121394,0.24386446841096934,232.86,-0.1031521085630851
2022-08-03,AURORA,Consumer,207.14,683615,-0.0081402030262403,0.1305534330313285,0.24441334384408814,232.86,-0.11045263248303716
2022-08-04,AURORA,Consumer,207.61,891638,0.0022689968137492578,0.13311865516864985,0.24264758071148665,232.86,-0.10843425234046211
2022-08-05,AURORA,Consumer,206.94,793804,-0.003227204855257515,0.12946184914310677,0.23466992079482854,232.86,-0.11131151765009029
2022-08-08,AURORA,Consumer,206.31,1071073,-0.0030443606842562865,0.12602335989520808,0.21801711361349949,232.86,-0.1140170059263077
2022-08-09,AURORA,Consumer,204.94,1051122,-0.006640492462798742,0.11854601026088862,0.21681907046668858,232.86,-0.11990036932062187
2022-08-10,AURORA,Consumer,204.53,843575,-0.0020005855372303705,0.11630826329003385,0.19983490163304063,232.86,-0.12166108391308084
2022-08-11,AURORA,Consumer,199.62,647258,-0.024006258250623413,0.08950987883418837,0.16301642838167496,232.86,-0.14274671476423606
2022-08-12,AURORA,Consumer,201.74,755672,0.010620178338843766,0.10108066804933946,0.17289164508602675,232.86,-0.13364253199347254
2022-08-15,AURORA,Consumer,202.96,749564,0.006047387726777043,0.10773932976749245,0.1781183434240944,232.86,-0.12840333247444813
2022-08-16,AURORA,Consumer,201.36,1184444,-0.00788332676389436,0.09900665866171798,0.16492911739565455,232.86,-0.13527441381087346
2022-08-17,AURORA,Consumer,203.52,698220,0.010727056019070202,0.11079576465451346,0.17568260822828013,232.86,-0.1259984540066993
2022-08-18,AURORA,Consumer,203.77,2667007,0.001228380503144555,0.11216024451479067,0.17404020788943242,232.86,-0.1249248475478828
2022-08-19,AURORA,Consumer,206.16,1024556,0.011728910045639696,0.1252046719790414,0.1805135440811455,232.86,-0.11466116980159757
2022-08-22,AURORA,Consumer,205.37,909433,-0.003831975164920398,0.12089291562056537,0.18035292480553924,232.86,-0.11805376621145758
2022-08-23,AURORA,Consumer,208.08,918426,0.01319569557384237,0.13568387730597098,0.18578969781792476,232.86,-0.10641587219788717
2022-08-24,AURORA,Consumer,204.76,911573,-0.015955401768550703,0.11756358476148887,0.18983907881135506,232.86,-0.12067336597096978
2022-08-25,AURORA,Consumer,201.27,591348,-0.017044344598554306,0.09851544591201833,0.18852644678741212,232.86,-0.13566091213604736
2022-08-26,AURORA,Consumer,203.88,1499713,0.01296765538828426,0.11276061565331275,0.1973255658990146,232.86,-0.12445246070600369
2022-08-29,AURORA,Consumer,201.52,1489464,-0.011575436531292893,0.09987992577229532,0.16795173778825787,232.86,-0.13458730567723098
2022-08-30,AURORA,Consumer,202.18,684577,0.0032751091703056012,0.1034821526034273,0.1684258424808491,232.86,-0.13175298462595553
2022-08-31,AURORA,Consumer,199.51,741123,-0.013206054011277168,0.08890950769566608,0.1705322358280124,232.86,-0.1432191016061154
2022-09-01,AURORA,Consumer,201.8,1249552,0.011478121397423768,0.10140814321580582,0.1752796339524325,232.86,-0.13338486644335656
2022-09-02,AURORA,Consumer,201.36,1575315,-0.002180376610505408,0.09900665866171798,0.1748521493816698,232.86,-0.13527441381087346
2022-09-05,AURORA,Consumer,206.4,1319174,0.02502979737783062,0.1265145726449075,0.19710707326012017,232.86,-0.1136305076011338
2022-09-06,AURORA,Consumer,205.86,1265803,-0.0026162790697673577,0.1235672961467087,0.19703072267876443,232.86,-0.11594949755217732
2022-09-07,AURORA,Consumer,202.36,1283633,-0.01700184591469933,0.10446457810282705,0.20453675757146692,232.86,-0.13097998797560761
2022-09-08,AURORA,Consumer,199.73,630585,-0.01299663965210529,0.09011024997271022,0.20903447498061078,232.86,-0.14227432792235684
2022-09-09,AURORA,Consumer,201.61,468028,0.009412707154658806,0.1003711385219952,0.19432582053151057,232.86,-0.13420080735205697
2022-09-12,AURORA,Consumer,198.75,560531,-0.014185804275581582,0.08476148892042334,0.1970981961784909,232.86,-0.14648286524091736
2022-09-13,AURORA,Consumer,199.29,1290858,0.0027169811320755244,0.08770876541862238,0.19600960191227376,232.86,-0.14416387528987384
2022-09-14,AURORA,Consumer,199.23,785486,-0.0003010687942195389,0.0873812902521558,0.19430765638531092,232.86,-0.14442154083998981
2022-09-15,AURORA,Consumer,196.46,721615,-0.013903528585052394,0.07226285340028382,0.19521084632247426,232.86,-0.15631710040367608
2022-09-16,AURORA,Consumer,197.87,776225,0.0071770334928229484,0.07995851981224766,0.19737549043323094,232.86,-0.15026195997595126
2022-09-19,AURORA,Consumer,201.89,1398657,0.02031636933340053,0.10189935596550592,0.2065595571345177,232.86,-0.13299836811818266
2022-09-20,AURORA,Consumer,203.85,1043124,0.009708256971618257,0.11259687807007968,0.20945602177873607,232.86,-0.12458129348106162
2022-09-21,AURORA,Consumer,205.25,1521718,0.006867794947265082,0.1202379652876322,0.20543832844692894,232.86,-0.11856909731168952
2022-09-22,AURORA,Consumer,208.32,834843,0.014957369062119419,0.1369937779718371,0.20417782763692066,232.86,-0.1053852099974234
2022-09-23,AURORA,Consumer,208.92,966924,0.002880184331797153,0.1402685296365025,0.19350117748940188,232.86,-0.10280855449626392
2022-09-26,AURORA,Consumer,211.84,924879,0.013976641776756837,0.15620565440454115,0.19426178425753787,232.86,-0.09026883105728767
2022-09-27,AURORA,Consumer,211.42,740965,-0.001982628398791597,0.15391332823927528,0.18864035233908982,232.86,-0.09207248990809935
2022-09-28,AURORA,Consumer,213.05,658898,0.007709772017784555,0.16280973692828304,0.18953674480760171,232.86,-0.08507257579661598
2022-09-29,AURORA,Consumer,213.45,715705,0.0018774935461158826,0.1649929047047265,0.18072029244613227,232.86,-0.08335480546250973
2022-09-30,AURORA,Consumer,218.39,805872,0.023143593347388247,0.19195502674380527,0.1915776056116488,232.86,-0.062140341836296575
2022-10-03,AURORA,Consumer,217.92,624848,-0.00215211319199593,0.18938980460648414,0.19156644219436916,232.86,-0.06415872197887151
2022-10-04,AURORA,Consumer,218.84,1422146,0.004221732745961937,0.19441109049230465,0.175448312032956,232.86,-0.06020785021042696
2022-10-05,AURORA,Consumer,218.86,1099584,9.139097057220269e-05,0.19452024888112684,0.1746344285973469,232.86,-0.060121961693721526
2022-10-06,AURORA,Consumer,220.43,609923,0.007173535593530067,0.20308918240366802,0.15918097708205042,232.86,-0.053379713132354234
2022-10-07,AURORA,Consumer,223.35,861621,0.013246835730163609,0.21902630717170624,0.14925624383945285,232.86,-0.0408399896933781
2022-10-10,AURORA,Consumer,224.9,827243,0.00693978061338707,0.22748608230542522,0.14865873677707409,232.86,-0.03418362964871602
2022-10-11,AURORA,Consumer,226.07,1320266,0.005202312138728349,0.23387184805152295,0.13080103500497722,232.86,-0.029159151421455087
2022-10-12,AURORA,Consumer,221.34,857773,-0.020922723050382563,0.20805588909507722,0.16087392130395806,232.86,-0.0494717856222624
2022-10-13,AURORA,Consumer,222.75,1050044,0.006370290051504357,0.21575155550704084,0.15972935027498977,232.86,-0.043416645194537584
2022-10-14,AURORA,Consumer,223.67,673153,0.004130190796857391,0.22077284139286113,0.14371637273073146,232.86,-0.03946577342609303
2022-10-17,AURORA,Consumer,227.22,346117,0.015871596548486577,0.24014845540879826,0.1475396995910638,232.86,-0.02422056171089937
2022-10-18,AURORA,Consumer,228.66,1341296,0.0063374702931080495,0.2480078594039954,0.1389182342518592,232.86,-0.018036588508116513
2022-10-19,AURORA,Consumer,225.64,603597,-0.013207382139420965,0.23152494269184598,0.1531297274087743,232.86,-0.031005754530619378
2022-10-20,AURORA,Consumer,229.03,2086389,0.015023931926963385,0.25002728959720577,0.15701295313688776,232.86,-0.016447650949068193
2022-10-21,AURORA,Consumer,228.93,964617,-0.0004366240230537777,0.2494814976530948,0.15408702274601874,232.86,-0.0168770935325947
2022-10-24,AURORA,Consumer,224.58,1071544,-0.019001441488664672,0.22573954808427033,0.1743783388676559,232.86,-0.035557845916001085
2022-10-25,AURORA,Consumer,226.64,679169,0.009172677887612224,0.2369828621329546,0.17151412767393248,232.86,-0.02671132869535353
2022-10-26,AURORA,Consumer,225.14,1242065,-0.006618425697140884,0.2287959829712909,0.1740384541661721,232.86,-0.033152967448252246
2022-10-27,AURORA,Consumer,222.2,852762,-0.013058541352047648,0.21274969981443026,0.18174047444484742,232.86,-0.04577857940393382
2022-10-28,AURORA,Consumer,217.18,1124412,-0.022592259225922562,0.18535094422006293,0.20082739065527963,232.86,-0.06733659709696815
