date,ticker,sector,close,volume
2022-01-26,AURORA,Consumer,191.42,942928.0
2022-01-26,NOVA,Technology,362.54,1229102.0
2022-01-26,ORBIT,Financials,136.57,775106.0
2022-01-26,PRISM,Healthcare,250.65,1115353.0
2022-01-26,ZENITH,Energy,199.94,1541626.0
2022-01-27,AURORA,Consumer,191.2,1135816.0
2022-01-27,NOVA,Technology,358.64,1739347.0
2022-01-27,ORBIT,Financials,139.95,1472483.0
2022-01-27,PRISM,Healthcare,252.3,1011579.0
2022-01-27,ZENITH,Energy,199.9,1023984.0
2022-01-28,AURORA,Consumer,191.02,707446.0
2022-01-28,NOVA,Technology,366.4,1293828.0
2022-01-28,ORBIT,Financials,138.1,1150963.0
2022-01-28,PRISM,Healthcare,251.62,364818.0
2022-01-28,ZENITH,Energy,196.53,1080274.0
2022-01-31,AURORA,Consumer,190.48,2439129.0
2022-01-31,NOVA,Technology,369.0,1624451.0
2022-01-31,ORBIT,Financials,140.71,1273555.0
2022-01-31,PRISM,Healthcare,252.08,773872.0
2022-01-31,ZENITH,Energy,199.29,1957237.0
2022-02-01,AURORA,Consumer,189.22,1245345.0
2022-02-01,NOVA,Technology,362.1,1463514.0
2022-02-01,ORBIT,Financials,140.3,937856.0
2022-02-01,PRISM,Healthcare,250.44,464163.0
2022-02-01,ZENITH,Energy,203.23,1858634.0
2022-02-02,AURORA,Consumer,192.55,1690109.0
2022-02-02,NOVA,Technology,374.07,1784724.0
2022-02-02,ORBIT,Financials,142.55,846924.0
2022-02-02,PRISM,Healthcare,249.64,895111.0
2022-02-02,ZENITH,Energy,201.01,2021539.0
2022-02-03,AURORA,Consumer,193.84,986538.0
2022-02-03,NOVA,Technology,373.36,2215762.0
2022-02-03,ORBIT,Financials,144.13,709420.0
2022-02-03,PRISM,Healthcare,252.81,761529.0
2022-02-03,ZENITH,Energy,196.06,1515574.0
2022-02-04,AURORA,Consumer,194.47,918579.0
2022-02-04,NOVA,Technology,377.28,565370.0
2022-02-04,ORBIT,Financials,146.67,937291.0
2022-02-04,PRISM,Healthcare,259.11,688336.0
2022-02-04,ZENITH,Energy,201.66,1244791.0
2022-02-07,AURORA,Consumer,196.16,924120.0
2022-02-07,NOVA,Technology,379.17,1767090.0
2022-02-07,ORBIT,Financials,148.54,783504.0
2022-02-07,PRISM,Healthcare,261.64,552179.0
2022-02-07,ZENITH,Energy,202.68,1163322.0
2022-02-08,AURORA,Consumer,194.51,1006371.0
2022-02-08,NOVA,Technology,371.62,1004799.0
2022-02-08,ORBIT,Financials,148.96,1112653.0
2022-02-08,PRISM,Healthcare,265.28,1201819.0
2022-02-08,ZENITH,Energy,203.45,2423068.0
2022-02-09,AURORA,Consumer,193.16,1268025.0
2022-02-09,NOVA,Technology,370.52,836675.0
2022-02-09,ORBIT,Financials,150.78,821940.0
2022-02-09,PRISM,Healthcare,266.63,537966.0
2022-02-09,ZENITH,Energy,205.1,946940.0
2022-02-10,AURORA,Consumer,190.65,911745.0
2022-02-10,NOVA,Technology,368.35,1103275.0
2022-02-10,ORBIT,Financials,148.06,984525.0
2022-02-10,PRISM,Healthcare,266.06,615238.0
2022-02-10,ZENITH,Energy,196.33,1516054.0
2022-02-11,AURORA,Consumer,,766891.0
2022-02-11,NOVA,Technology,358.93,1535874.0
2022-02-11,ORBIT,Financials,144.88,2073906.0
2022-02-11,PRISM,Healthcare,268.01,870819.0
2022-02-11,ZENITH,Energy,196.48,1017500.0
2022-02-14,AURORA,Consumer,194.1,825914.0
2022-02-14,NOVA,Technology,368.03,1854843.0
2022-02-14,ORBIT,Financials,145.18,1075210.0
2022-02-14,PRISM,Healthcare,268.72,1154355.0
2022-02-14,ZENITH,Energy,196.96,905822.0
2022-02-15,AURORA,Consumer,197.99,1160579.0
2022-02-15,NOVA,Technology,370.14,1313669.0
2022-02-15,ORBIT,Financials,146.01,1991032.0
2022-02-15,PRISM,Healthcare,270.65,517333.0
2022-02-15,ZENITH,Energy,197.48,2117296.0
2022-02-16,AURORA,Consumer,199.55,1271551.0
2022-02-16,NOVA,Technology,370.03,1069440.0
2022-02-16,ORBIT,Financials,145.16,2693618.0
2022-02-16,PRISM,Healthcare,271.78,790689.0
2022-02-16,ZENITH,Energy,200.82,808935.0
2022-02-17,AURORA,Consumer,201.42,1151880.0
2022-02-17,NOVA,Technology,370.45,1371137.0
2022-02-17,ORBIT,Financials,144.83,1111251.0
2022-02-17,PRISM,Healthcare,268.6,527222.0
2022-02-17,ZENITH,Energy,201.06,1315137.0
2022-02-18,AURORA,Consumer,204.67,740267.0
2022-02-18,NOVA,Technology,382.35,1564987.0
2022-02-18,ORBIT,Financials,146.88,1167551.0
2022-02-18,PRISM,Healthcare,271.71,669809.0
2022-02-18,ZENITH,Energy,202.71,1494832.0
2022-02-21,AURORA,Consumer,204.13,1798797.0
2022-02-21,NOVA,Technology,381.22,571836.0
2022-02-21,ORBIT,Financials,148.29,1037822.0
2022-02-21,PRISM,Healthcare,275.19,1017292.0
2022-02-21,ZENITH,Energy,204.21,1094351.0
2022-02-22,AURORA,Consumer,202.17,535321.0
2022-02-22,NOVA,Technology,376.06,1463433.0
2022-02-22,ORBIT,Financials,147.22,709117.0
2022-02-22,PRISM,Healthcare,277.24,569957.0
2022-02-22,ZENITH,Energy,206.36,1054641.0
2022-02-23,AURORA,Consumer,200.13,914648.0
2022-02-23,NOVA,Technology,376.64,721972.0
2022-02-23,ORBIT,Financials,145.95,766117.0
2022-02-23,PRISM,Healthcare,275.49,592655.0
2022-02-23,ZENITH,Energy,205.53,785653.0
2022-02-24,AURORA,Consumer,197.42,902845.0
2022-02-24,NOVA,Technology,368.45,839006.0
2022-02-24,ORBIT,Financials,146.77,882425.0
2022-02-24,PRISM,Healthcare,269.52,755696.0
2022-02-24,ZENITH,Energy,197.33,1029902.0
2022-02-25,AURORA,Consumer,196.54,1211347.0
2022-02-25,NOVA,Technology,359.81,1494966.0
2022-02-25,ORBIT,Financials,144.61,1216636.0
2022-02-25,PRISM,Healthcare,274.37,722208.0
2022-02-25,ZENITH,Energy,200.06,1114502.0
2022-02-28,AURORA,Consumer,197.77,1035478.0
2022-02-28,NOVA,Technology,366.16,2012617.0
2022-02-28,ORBIT,Financials,145.12,894587.0
2022-02-28,PRISM,Healthcare,279.22,676159.0
2022-02-28,ZENITH,Energy,199.1,935996.0
2022-03-01,AURORA,Consumer,198.91,1185222.0
2022-03-01,NOVA,Technology,366.24,1275620.0
2022-03-01,ORBIT,Financials,144.41,1417309.0
2022-03-01,PRISM,Healthcare,272.36,912940.0
2022-03-01,ZENITH,Energy,199.71,1380640.0
2022-03-02,AURORA,Consumer,195.44,902440.0
2022-03-02,NOVA,Technology,352.03,1529494.0
2022-03-02,ORBIT,Financials,140.53,544135.0
2022-03-02,PRISM,Healthcare,276.87,399049.0
2022-03-02,ZENITH,Energy,202.34,1489836.0
2022-03-03,AURORA,Consumer,193.06,1277741.0
2022-03-03,NOVA,Technology,352.94,1485238.0
2022-03-03,ORBIT,Financials,140.72,1389619.0
2022-03-03,PRISM,Healthcare,279.79,687467.0
2022-03-03,ZENITH,Energy,197.43,1507073.0
2022-03-04,AURORA,Consumer,191.15,903975.0
2022-03-04,NOVA,Technology,346.36,1148053.0
2022-03-04,ORBIT,Financials,141.09,1091906.0
2022-03-04,PRISM,Healthcare,275.54,710395.0
2022-03-04,ZENITH,Energy,196.45,1491274.0
2022-03-07,AURORA,Consumer,189.82,443224.0
2022-03-07,NOVA,Technology,342.44,1043132.0
2022-03-07,ORBIT,Financials,141.28,1214835.0
2022-03-07,PRISM,Healthcare,274.22,1593430.0
2022-03-07,ZENITH,Energy,197.01,1048649.0
2022-03-08,AURORA,Consumer,190.05,680357.0
2022-03-08,NOVA,Technology,346.1,2498953.0
2022-03-08,ORBIT,Financials,139.78,1866677.0
2022-03-08,PRISM,Healthcare,279.7,701585.0
2022-03-08,ZENITH,Energy,195.81,1390566.0
2022-03-09,AURORA,Consumer,187.93,873112.0
2022-03-09,NOVA,Technology,343.13,1641068.0
2022-03-09,ORBIT,Financials,136.31,1511584.0
2022-03-09,PRISM,Healthcare,278.8,595731.0
2022-03-09,ZENITH,Energy,197.03,975716.0
2022-03-10,AURORA,Consumer,188.06,1390574.0
2022-03-10,NOVA,Technology,348.26,2506276.0
2022-03-10,ORBIT,Financials,137.85,1218429.0
2022-03-10,PRISM,Healthcare,280.1,986056.0
2022-03-10,ZENITH,Energy,201.58,1042053.0
2022-03-11,AURORA,Consumer,189.15,882937.0
2022-03-11,NOVA,Technology,346.58,1006688.0
2022-03-11,ORBIT,Financials,138.67,1428036.0
2022-03-11,PRISM,Healthcare,279.69,564989.0
2022-03-11,ZENITH,Energy,195.78,1712568.0
2022-03-14,AURORA,Consumer,193.03,1040686.0
2022-03-14,NOVA,Technology,349.76,1485426.0
2022-03-14,ORBIT,Financials,140.61,686740.0
2022-03-14,PRISM,Healthcare,276.57,1352380.0
2022-03-14,ZENITH,Energy,195.39,1623032.0
2022-03-15,AURORA,Consumer,193.92,1055364.0
2022-03-15,NOVA,Technology,346.3,1243672.0
2022-03-15,ORBIT,Financials,143.01,929074.0
2022-03-15,PRISM,Healthcare,282.6,1225974.0
2022-03-15,ZENITH,Energy,194.81,715803.0
2022-03-16,AURORA,Consumer,194.78,741730.0
2022-03-16,NOVA,Technology,354.06,1030661.0
2022-03-16,ORBIT,Financials,143.9,1490878.0
2022-03-16,PRISM,Healthcare,283.83,369516.0
2022-03-16,ZENITH,Energy,197.88,823513.0
2022-03-17,AURORA,Consumer,192.68,1320834.0
2022-03-17,NOVA,Technology,341.21,1676868.0
2022-03-17,ORBIT,Financials,142.09,788022.0
2022-03-17,PRISM,Healthcare,280.5,858056.0
2022-03-17,ZENITH,Energy,195.93,575649.0
2022-03-18,AURORA,Consumer,188.99,704055.0
2022-03-18,NOVA,Technology,333.85,1203587.0
2022-03-18,ORBIT,Financials,137.12,1370737.0
2022-03-18,PRISM,Healthcare,277.47,575896.0
2022-03-18,ZENITH,Energy,191.67,1055844.0
2022-03-21,AURORA,Consumer,190.0,477676.0
2022-03-21,NOVA,Technology,334.32,970317.0
2022-03-21,ORBIT,Financials,137.83,686857.0
2022-03-21,PRISM,Healthcare,274.67,502284.0
2022-03-21,ZENITH,Energy,192.8,1505405.0
2022-03-22,AURORA,Consumer,188.66,1421941.0
2022-03-22,NOVA,Technology,333.56,1022898.0
2022-03-22,ORBIT,Financials,134.77,925656.0
2022-03-22,PRISM,Healthcare,272.41,911823.0
2022-03-22,ZENITH,Energy,194.57,1631599.0
2022-03-23,AURORA,Consumer,188.18,372513.0
2022-03-23,NOVA,Technology,325.82,895611.0
2022-03-23,ORBIT,Financials,132.49,1041040.0
2022-03-23,PRISM,Healthcare,267.98,1525775.0
2022-03-23,ZENITH,Energy,190.69,1448286.0
2022-03-24,AURORA,Consumer,187.82,1520876.0
2022-03-24,NOVA,Technology,330.04,2298950.0
2022-03-24,ORBIT,Financials,132.44,1814392.0
2022-03-24,PRISM,Healthcare,264.61,579118.0
2022-03-24,ZENITH,Energy,192.75,694160.0
2022-03-25,AURORA,Consumer,185.79,842145.0
2022-03-25,NOVA,Technology,330.93,1604162.0
2022-03-25,ORBIT,Financials,133.06,1229655.0
2022-03-25,PRISM,Healthcare,266.85,522139.0
2022-03-25,ZENITH,Energy,195.37,2795686.0
2022-03-28,AURORA,Consumer,186.55,670357.0
2022-03-28,NOVA,Technology,325.85,2008760.0
2022-03-28,ORBIT,Financials,132.4,1282046.0
2022-03-28,PRISM,Healthcare,263.81,533760.0
2022-03-28,ZENITH,Energy,196.93,964595.0
2022-03-29,AURORA,Consumer,187.84,1143650.0
2022-03-29,NOVA,Technology,327.23,1938168.0
2022-03-29,ORBIT,Financials,132.34,801531.0
2022-03-29,PRISM,Healthcare,261.83,1513753.0
2022-03-29,ZENITH,Energy,194.49,1678820.0
2022-03-30,AURORA,Consumer,190.74,946356.0
2022-03-30,NOVA,Technology,328.16,1104779.0
2022-03-30,ORBIT,Financials,131.04,934342.0
2022-03-30,PRISM,Healthcare,261.56,817684.0
2022-03-30,ZENITH,Energy,192.62,2563581.0
2022-03-31,AURORA,Consumer,192.94,860184.0
2022-03-31,NOVA,Technology,341.35,1077675.0
2022-03-31,ORBIT,Financials,131.28,1780194.0
2022-03-31,PRISM,Healthcare,263.84,567063.0
2022-03-31,ZENITH,Energy,196.78,1204568.0
2022-04-01,AURORA,Consumer,190.77,1268601.0
2022-04-01,NOVA,Technology,333.61,1705676.0
2022-04-01,ORBIT,Financials,132.08,1996055.0
2022-04-01,PRISM,Healthcare,262.49,998699.0
2022-04-01,ZENITH,Energy,192.68,1050359.0
2022-04-04,AURORA,Consumer,189.1,887067.0
2022-04-04,NOVA,Technology,332.0,1946476.0
2022-04-04,ORBIT,Financials,131.21,1066112.0
2022-04-04,PRISM,Healthcare,259.93,891999.0
2022-04-04,ZENITH,Energy,190.4,1087308.0
2022-04-05,AURORA,Consumer,193.77,636514.0
2022-04-05,NOVA,Technology,340.24,1644387.0
2022-04-05,ORBIT,Financials,133.86,747316.0
2022-04-05,PRISM,Healthcare,262.19,560151.0
2022-04-05,ZENITH,Energy,190.27,1469550.0
2022-04-06,AURORA,Consumer,194.94,717733.0
2022-04-06,NOVA,Technology,337.35,1814495.0
2022-04-06,ORBIT,Financials,134.54,1155877.0
2022-04-06,PRISM,Healthcare,263.69,498832.0
2022-04-06,ZENITH,Energy,191.48,1926722.0
2022-04-07,AURORA,Consumer,195.12,744610.0
2022-04-07,NOVA,Technology,338.6,1213629.0
2022-04-07,ORBIT,Financials,134.84,1049153.0
2022-04-07,PRISM,Healthcare,264.31,748001.0
2022-04-07,ZENITH,Energy,199.22,1878827.0
2022-04-08,AURORA,Consumer,194.92,2922414.0
2022-04-08,NOVA,Technology,346.47,1372708.0
2022-04-08,ORBIT,Financials,135.34,1094273.0
2022-04-08,PRISM,Healthcare,265.21,849356.0
2022-04-08,ZENITH,Energy,203.54,914339.0
2022-04-11,AURORA,Consumer,194.17,568827.0
2022-04-11,NOVA,Technology,339.23,1271854.0
2022-04-11,ORBIT,Financials,131.72,1014027.0
2022-04-11,PRISM,Healthcare,263.8,464684.0
2022-04-11,ZENITH,Energy,201.5,1711262.0
2022-04-12,AURORA,Consumer,196.89,907768.0
2022-04-12,NOVA,Technology,329.22,1250046.0
2022-04-12,ORBIT,Financials,130.71,885240.0
2022-04-12,PRISM,Healthcare,258.28,471045.0
2022-04-12,ZENITH,Energy,199.23,1457241.0
2022-04-13,AURORA,Consumer,196.43,750109.0
2022-04-13,NOVA,Technology,324.84,1935759.0
2022-04-13,ORBIT,Financials,131.83,1068949.0
2022-04-13,PRISM,Healthcare,262.94,593884.0
2022-04-13,ZENITH,Energy,201.23,1153501.0
2022-04-14,AURORA,Consumer,195.43,1417250.0
2022-04-14,NOVA,Technology,322.6,1900312.0
2022-04-14,ORBIT,Financials,129.7,2237595.0
2022-04-14,PRISM,Healthcare,262.7,428062.0
2022-04-14,ZENITH,Energy,203.25,1204533.0
2022-04-15,AURORA,Consumer,196.59,955221.0
2022-04-15,NOVA,Technology,328.15,1797114.0
2022-04-15,ORBIT,Financials,130.65,817290.0
2022-04-15,PRISM,Healthcare,263.74,968110.0
2022-04-15,ZENITH,Energy,204.8,1339375.0
2022-04-18,AURORA,Consumer,198.48,760938.0
2022-04-18,NOVA,Technology,323.88,2174800.0
2022-04-18,ORBIT,Financials,128.29,1223017.0
2022-04-18,PRISM,Healthcare,260.23,470089.0
2022-04-18,ZENITH,Energy,201.81,3627393.0
2022-04-19,AURORA,Consumer,198.54,912185.0
2022-04-19,NOVA,Technology,326.52,1322955.0
2022-04-19,ORBIT,Financials,130.6,2026492.0
2022-04-19,PRISM,Healthcare,265.05,765795.0
2022-04-19,ZENITH,Energy,200.99,752811.0
2022-04-20,AURORA,Consumer,201.61,1475892.0
2022-04-20,NOVA,Technology,325.89,1497309.0
2022-04-20,ORBIT,Financials,130.11,849885.0
2022-04-20,PRISM,Healthcare,266.71,506128.0
2022-04-20,ZENITH,Energy,203.49,987439.0
2022-04-21,AURORA,Consumer,201.24,565879.0
2022-04-21,NOVA,Technology,314.08,1915396.0
2022-04-21,ORBIT,Financials,126.77,2623735.0
2022-04-21,PRISM,Healthcare,269.32,755560.0
2022-04-21,ZENITH,Energy,201.02,906978.0
2022-04-22,AURORA,Consumer,198.96,977366.0
2022-04-22,NOVA,Technology,314.5,1568906.0
2022-04-22,ORBIT,Financials,125.96,747391.0
2022-04-22,PRISM,Healthcare,267.72,715144.0
2022-04-22,ZENITH,Energy,196.92,1833820.0
2022-04-25,AURORA,Consumer,201.02,1112065.0
2022-04-25,NOVA,Technology,314.07,1378084.0
2022-04-25,ORBIT,Financials,126.41,729060.0
2022-04-25,PRISM,Healthcare,265.27,822628.0
2022-04-25,ZENITH,Energy,199.21,1314868.0
2022-04-26,AURORA,Consumer,194.98,917805.0
2022-04-26,NOVA,Technology,299.19,1629197.0
2022-04-26,ORBIT,Financials,124.83,744468.0
2022-04-26,PRISM,Healthcare,259.59,1253329.0
2022-04-26,ZENITH,Energy,195.54,775267.0
2022-04-27,AURORA,Consumer,194.98,630436.0
2022-04-27,NOVA,Technology,298.19,917412.0
2022-04-27,ORBIT,Financials,125.06,769694.0
2022-04-27,PRISM,Healthcare,263.92,644850.0
2022-04-27,ZENITH,Energy,202.08,893534.0
2022-04-28,AURORA,Consumer,197.18,840035.0
2022-04-28,NOVA,Technology,294.98,2010286.0
2022-04-28,ORBIT,Financials,129.14,1412113.0
2022-04-28,PRISM,Healthcare,269.86,1043719.0
2022-04-28,ZENITH,Energy,207.12,1537578.0
2022-04-29,AURORA,Consumer,200.26,940222.0
2022-04-29,NOVA,Technology,297.85,803779.0
2022-04-29,ORBIT,Financials,130.84,526313.0
2022-04-29,PRISM,Healthcare,273.99,968389.0
2022-04-29,ZENITH,Energy,204.88,1225632.0
2022-05-02,AURORA,Consumer,198.32,1051639.0
2022-05-02,NOVA,Technology,296.6,1062828.0
2022-05-02,ORBIT,Financials,133.3,1194658.0
2022-05-02,PRISM,Healthcare,271.05,556712.0
2022-05-02,ZENITH,Energy,203.0,1544898.0
2022-05-03,AURORA,Consumer,199.0,1882678.0
2022-05-03,NOVA,Technology,302.36,1130639.0
2022-05-03,ORBIT,Financials,137.12,878213.0
2022-05-03,PRISM,Healthcare,271.53,656070.0
2022-05-03,ZENITH,Energy,205.75,1171423.0
2022-05-04,AURORA,Consumer,200.95,1406908.0
2022-05-04,NOVA,Technology,306.68,1957628.0
2022-05-04,ORBIT,Financials,138.65,1088593.0
2022-05-04,PRISM,Healthcare,270.08,2049265.0
2022-05-04,ZENITH,Energy,207.57,1121216.0
2022-05-05,AURORA,Consumer,201.54,778032.0
2022-05-05,NOVA,Technology,307.24,1516487.0
2022-05-05,ORBIT,Financials,142.58,831394.0
2022-05-05,PRISM,Healthcare,271.86,416441.0
2022-05-05,ZENITH,Energy,206.82,1447121.0
2022-05-06,AURORA,Consumer,202.32,653691.0
2022-05-06,NOVA,Technology,312.61,1634813.0
2022-05-06,ORBIT,Financials,146.26,1309514.0
2022-05-06,PRISM,Healthcare,275.66,454437.0
2022-05-06,ZENITH,Energy,207.32,1244413.0
2022-05-09,AURORA,Consumer,200.81,1129150.0
2022-05-09,NOVA,Technology,311.55,2136646.0
2022-05-09,ORBIT,Financials,145.08,1107370.0
2022-05-09,PRISM,Healthcare,275.32,547689.0
2022-05-09,ZENITH,Energy,205.06,1911733.0
2022-05-10,AURORA,Consumer,199.5,661225.0
2022-05-10,NOVA,Technology,320.59,2152755.0
2022-05-10,ORBIT,Financials,147.4,625570.0
2022-05-10,PRISM,Healthcare,273.51,515856.0
2022-05-10,ZENITH,Energy,209.0,710742.0
2022-05-11,AURORA,Consumer,198.51,931332.0
2022-05-11,NOVA,Technology,322.29,1434972.0
2022-05-11,ORBIT,Financials,147.57,687516.0
2022-05-11,PRISM,Healthcare,276.69,311846.0
2022-05-11,ZENITH,Energy,207.06,1696209.0
2022-05-12,AURORA,Consumer,202.11,1159074.0
2022-05-12,NOVA,Technology,330.5,1145697.0
2022-05-12,ORBIT,Financials,146.86,1958711.0
2022-05-12,PRISM,Healthcare,279.15,853780.0
2022-05-12,ZENITH,Energy,201.38,850722.0
2022-05-13,AURORA,Consumer,202.51,878482.0
2022-05-13,NOVA,Technology,329.09,2027772.0
2022-05-13,ORBIT,Financials,146.59,1685071.0
2022-05-13,PRISM,Healthcare,280.59,585651.0
2022-05-13,ZENITH,Energy,205.04,1964831.0
2022-05-16,AURORA,Consumer,197.69,886365.0
2022-05-16,NOVA,Technology,318.68,1042500.0
2022-05-16,ORBIT,Financials,146.4,1101512.0
2022-05-16,PRISM,Healthcare,278.7,707112.0
2022-05-16,ZENITH,Energy,202.2,896856.0
2022-05-17,AURORA,Consumer,196.21,780374.0
2022-05-17,NOVA,Technology,327.93,1787955.0
2022-05-17,ORBIT,Financials,149.43,1898854.0
2022-05-17,PRISM,Healthcare,281.89,717861.0
2022-05-17,ZENITH,Energy,203.55,2402678.0
2022-05-18,AURORA,Consumer,196.82,1087830.0
2022-05-18,NOVA,Technology,340.7,1159359.0
2022-05-18,ORBIT,Financials,154.36,1177326.0
2022-05-18,PRISM,Healthcare,284.91,974714.0
2022-05-18,ZENITH,Energy,209.16,1821933.0
2022-05-19,AURORA,Consumer,199.16,1338779.0
2022-05-19,NOVA,Technology,348.37,2579320.0
2022-05-19,ORBIT,Financials,153.72,2063221.0
2022-05-19,PRISM,Healthcare,285.04,839103.0
2022-05-19,ZENITH,Energy,207.66,1225954.0
2022-05-20,AURORA,Consumer,201.56,1034479.0
2022-05-20,NOVA,Technology,359.73,1410398.0
2022-05-20,ORBIT,Financials,156.03,1310166.0
2022-05-20,PRISM,Healthcare,287.28,668625.0
2022-05-20,ZENITH,Energy,211.93,918541.0
2022-05-23,AURORA,Consumer,205.7,504438.0
2022-05-23,NOVA,Technology,365.4,1723235.0
2022-05-23,ORBIT,Financials,157.66,1008760.0
2022-05-23,PRISM,Healthcare,290.78,1035928.0
2022-05-23,ZENITH,Energy,213.93,798125.0
2022-05-24,AURORA,Consumer,208.9,805285.0
2022-05-24,NOVA,Technology,374.84,1520468.0
2022-05-24,ORBIT,Financials,159.11,1075742.0
2022-05-24,PRISM,Healthcare,292.42,683904.0
2022-05-24,ZENITH,Energy,211.82,2108243.0
2022-05-25,AURORA,Consumer,215.01,644163.0
2022-05-25,NOVA,Technology,394.85,1348266.0
2022-05-25,ORBIT,Financials,159.74,1211221.0
2022-05-25,PRISM,Healthcare,296.65,561310.0
2022-05-25,ZENITH,Energy,211.84,1828969.0
2022-05-26,AURORA,Consumer,215.55,589579.0
2022-05-26,NOVA,Technology,392.37,1553346.0
2022-05-26,ORBIT,Financials,158.33,917975.0
2022-05-26,PRISM,Healthcare,292.35,1372720.0
2022-05-26,ZENITH,Energy,215.48,644327.0
2022-05-27,AURORA,Consumer,212.97,630677.0
2022-05-27,NOVA,Technology,391.15,1052265.0
2022-05-27,ORBIT,Financials,159.06,931935.0
2022-05-27,PRISM,Healthcare,294.23,761223.0
2022-05-27,ZENITH,Energy,214.08,2876409.0
2022-05-30,AURORA,Consumer,215.42,827406.0
