date,city,region,temperature_max_c,temperature_min_c,rainfall_mm,humidity_pct,wind_speed_kmh,weather_condition,temperature_mean_c,temperature_range_c,year,month_num,month,day_of_year,season,heavy_rain_day,heatwave_day,cold_day,high_wind_day,extreme_event
2022-01-04,Mumbai,West,28.9,20.6,0.0,34.7,13.5,Clear,24.75,8.299999999999997,2022,1,January,4,Winter,False,False,False,False,False
2022-01-05,Bengaluru,South,22.1,14.7,0.0,48.3,2.9,Clear,18.4,7.400000000000002,2022,1,January,5,Winter,False,False,False,False,False
2022-01-05,Chennai,South,29.2,20.4,0.0,55.8,9.2,Clear,24.799999999999997,8.8,2022,1,January,5,Winter,False,False,False,False,False
2022-01-05,Delhi,North,17.3,5.7,0.0,56.5,17.6,Clear,11.5,11.600000000000001,2022,1,January,5,Winter,False,False,False,False,False
2022-01-05,Jaipur,Northwest,20.1,9.1,0.0,63.9,13.9,Clear,14.600000000000001,11.000000000000002,2022,1,January,5,Winter,False,False,False,False,False
2022-01-05,Kolkata,East,23.9,17.6,0.0,56.1,11.7,Clear,20.75,6.299999999999997,2022,1,January,5,Winter,False,False,False,False,False
2022-01-05,Mumbai,West,26.0,16.7,0.0,65.8,17.5,Clear,21.35,9.3,2022,1,January,5,Winter,False,False,False,False,False
2022-01-06,Bengaluru,South,24.0,13.9,0.7,50.4,5.6,Light Rain,18.95,10.1,2022,1,January,6,Winter,False,False,False,False,False
2022-01-06,Chennai,South,26.6,21.6,0.0,42.7,6.3,Clear,24.1,5.0,2022,1,January,6,Winter,False,False,False,False,False
2022-01-06,Delhi,North,21.0,8.1,0.0,51.9,9.1,Clear,14.55,12.9,2022,1,January,6,Winter,False,False,False,False,False
2022-01-06,Jaipur,Northwest,18.9,9.5,0.0,59.1,11.1,Clear,14.2,9.399999999999999,2022,1,January,6,Winter,False,False,False,False,False
2022-01-06,Kolkata,East,21.4,14.2,0.0,45.1,8.9,Clear,17.799999999999997,7.199999999999999,2022,1,January,6,Winter,False,False,False,False,False
2022-01-06,Mumbai,West,27.8,20.5,0.0,50.7,9.0,Clear,24.15,7.300000000000001,2022,1,January,6,Winter,False,False,False,False,False
2022-01-07,Bengaluru,South,25.2,17.4,0.0,54.2,4.8,Clear,21.299999999999997,7.800000000000001,2022,1,January,7,Winter,False,False,False,False,False
2022-01-07,Chennai,South,26.4,20.9,0.0,40.0,11.3,Clear,23.65,5.5,2022,1,January,7,Winter,False,False,False,False,False
2022-01-07,Delhi,North,18.8,8.5,0.0,54.6,23.0,Clear,13.65,10.3,2022,1,January,7,Winter,False,False,False,False,False
2022-01-07,Jaipur,Northwest,19.2,9.3,0.0,43.2,8.1,Clear,14.25,9.899999999999999,2022,1,January,7,Winter,False,False,False,False,False
2022-01-07,Kolkata,East,27.6,21.6,0.0,68.2,5.5,Clear,24.6,6.0,2022,1,January,7,Winter,False,False,False,False,False
2022-01-07,Mumbai,West,23.6,16.1,0.0,48.6,0.9,Clear,19.85,7.5,2022,1,January,7,Winter,False,False,False,False,False
2022-01-08,Bengaluru,South,21.3,15.9,0.0,63.2,9.4,Clear,18.6,5.4,2022,1,January,8,Winter,False,False,False,False,False
2022-01-08,Chennai,South,24.4,18.6,0.0,46.1,6.1,Clear,21.5,5.799999999999997,2022,1,January,8,Winter,False,False,False,False,False
2022-01-08,Delhi,North,16.9,8.7,0.0,31.6,19.6,Clear,12.799999999999999,8.2,2022,1,January,8,Winter,False,False,False,False,False
2022-01-08,Jaipur,Northwest,23.8,11.7,0.0,54.9,3.0,Clear,17.75,12.100000000000001,2022,1,January,8,Winter,False,False,False,False,False
2022-01-08,Kolkata,East,25.8,17.8,0.0,46.4,4.1,Clear,21.8,8.0,2022,1,January,8,Winter,False,False,False,False,False
2022-01-08,Mumbai,West,26.9,19.6,0.0,50.2,11.0,Clear,23.25,7.299999999999997,2022,1,January,8,Winter,False,False,False,False,False
2022-01-09,Bengaluru,South,22.6,14.6,0.0,48.4,18.3,Clear,18.6,8.000000000000002,2022,1,January,9,Winter,False,False,False,False,False
2022-01-09,Chennai,South,23.3,18.3,0.0,37.9,14.6,Clear,20.8,5.0,2022,1,January,9,Winter,False,False,False,False,False
2022-01-09,Delhi,North,18.0,5.5,0.0,41.4,3.6,Clear,11.75,12.5,2022,1,January,9,Winter,False,False,False,False,False
2022-01-09,Jaipur,Northwest,19.8,8.9,0.0,57.8,0.4,Clear,14.350000000000001,10.9,2022,1,January,9,Winter,False,False,False,False,False
2022-01-09,Kolkata,East,24.2,16.6,0.0,38.8,18.7,Clear,20.4,7.599999999999998,2022,1,January,9,Winter,False,False,False,False,False
2022-01-09,Mumbai,West,27.1,21.5,0.0,46.2,11.5,Clear,24.3,5.600000000000001,2022,1,January,9,Winter,False,False,False,False,False
2022-01-10,Bengaluru,South,21.4,16.0,0.0,58.3,28.0,Clear,18.7,5.399999999999999,2022,1,January,10,Winter,False,False,False,False,False
2022-01-10,Chennai,South,24.4,19.0,0.0,35.0,11.5,Clear,21.7,5.399999999999999,2022,1,January,10,Winter,False,False,False,False,False
2022-01-10,Delhi,North,18.3,5.8,0.0,65.6,6.7,Clear,12.05,12.5,2022,1,January,10,Winter,False,False,False,False,False
2022-01-10,Jaipur,Northwest,20.4,9.4,0.0,71.4,34.7,Clear,14.899999999999999,10.999999999999998,2022,1,January,10,Winter,False,False,False,False,False
2022-01-10,Kolkata,East,25.0,18.6,0.0,51.0,11.8,Clear,21.8,6.399999999999999,2022,1,January,10,Winter,False,False,False,False,False
2022-01-10,Mumbai,West,22.4,17.4,0.0,38.1,5.1,Clear,19.9,5.0,2022,1,January,10,Winter,False,False,False,False,False
2022-01-11,Bengaluru,South,26.0,16.9,0.0,55.7,2.9,Clear,21.45,9.100000000000001,2022,1,January,11,Winter,False,False,False,False,False
2022-01-11,Chennai,South,30.9,23.8,0.0,46.8,7.0,Clear,27.35,7.099999999999998,2022,1,January,11,Winter,False,False,False,False,False
2022-01-11,Delhi,North,19.6,8.4,0.0,62.6,17.3,Clear,14.0,11.200000000000001,2022,1,January,11,Winter,False,False,False,False,False
2022-01-11,Jaipur,Northwest,18.8,6.3,0.0,65.6,6.7,Clear,12.55,12.5,2022,1,January,11,Winter,False,False,False,False,False
2022-01-11,Kolkata,East,21.1,13.7,0.0,49.6,4.8,Clear,17.4,7.400000000000002,2022,1,January,11,Winter,False,False,False,False,False
2022-01-11,Mumbai,West,27.8,19.6,0.9,50.8,17.9,Light Rain,23.700000000000003,8.2,2022,1,January,11,Winter,False,False,False,False,False
2022-01-12,Bengaluru,South,25.5,16.5,0.0,50.3,6.4,Clear,21.0,9.0,2022,1,January,12,Winter,False,False,False,False,False
2022-01-12,Chennai,South,25.2,20.2,0.0,48.9,7.8,Clear,22.7,5.0,2022,1,January,12,Winter,False,False,False,False,False
2022-01-12,Delhi,North,20.0,8.1,5.2,69.8,11.0,Light Rain,14.05,11.9,2022,1,January,12,Winter,False,False,False,False,False
2022-01-12,Jaipur,Northwest,21.0,9.0,0.0,58.5,9.0,Clear,15.0,12.0,2022,1,January,12,Winter,False,False,False,False,False
2022-01-12,Kolkata,East,22.8,15.7,0.0,53.5,13.2,Clear,19.25,7.100000000000001,2022,1,January,12,Winter,False,False,False,False,False
2022-01-12,Mumbai,West,26.4,19.8,0.0,54.9,3.4,Clear,23.1,6.599999999999998,2022,1,January,12,Winter,False,False,False,False,False
2022-01-13,Bengaluru,South,22.4,14.2,1.5,54.4,9.6,Light Rain,18.299999999999997,8.2,2022,1,January,13,Winter,False,False,False,False,False
2022-01-13,Chennai,South,29.1,22.0,2.9,54.9,11.7,Light Rain,25.55,7.100000000000001,2022,1,January,13,Winter,False,False,False,False,False
2022-01-13,Delhi,North,14.4,4.0,0.0,68.0,31.1,Clear,9.2,10.4,2022,1,January,13,Winter,False,False,True,False,True
2022-01-13,Jaipur,Northwest,22.6,12.7,0.0,46.4,4.1,Clear,17.65,9.900000000000002,2022,1,January,13,Winter,False,False,False,False,False
2022-01-13,Kolkata,East,26.6,20.1,12.1,55.4,11.3,Rain,23.35,6.5,2022,1,January,13,Winter,False,False,False,False,False
2022-01-13,Mumbai,West,24.3,16.6,0.0,54.4,5.7,Clear,20.450000000000003,7.699999999999999,2022,1,January,13,Winter,False,False,False,False,False
2022-01-14,Bengaluru,South,26.9,17.4,0.0,48.0,15.1,Clear,22.15,9.5,2022,1,January,14,Winter,False,False,False,False,False
2022-01-14,Chennai,South,29.3,21.8,0.0,43.6,8.1,Clear,25.55,7.5,2022,1,January,14,Winter,False,False,False,False,False
2022-01-14,Delhi,North,19.1,6.7,0.0,69.0,8.2,Clear,12.9,12.400000000000002,2022,1,January,14,Winter,False,False,False,False,False
2022-01-14,Jaipur,Northwest,22.7,9.5,0.0,55.3,18.5,Clear,16.1,13.2,2022,1,January,14,Winter,False,False,False,False,False
2022-01-14,Kolkata,East,23.7,16.5,0.0,55.7,15.9,Clear,20.1,7.199999999999999,2022,1,January,14,Winter,False,False,False,False,False
2022-01-14,Mumbai,West,23.2,17.6,0.0,52.7,3.6,Clear,20.4,5.599999999999998,2022,1,January,14,Winter,False,False,False,False,False
2022-01-15,Bengaluru,South,21.8,14.5,5.2,57.4,14.8,Light Rain,18.15,7.300000000000001,2022,1,January,15,Winter,False,False,False,False,False
2022-01-15,Chennai,South,27.6,21.1,0.0,51.3,15.4,Clear,24.35,6.5,2022,1,January,15,Winter,False,False,False,False,False
2022-01-15,Delhi,North,21.0,10.6,0.0,53.7,4.6,Clear,15.8,10.4,2022,1,January,15,Winter,False,False,False,False,False
2022-01-15,Jaipur,Northwest,22.2,11.9,0.8,55.8,9.3,Light Rain,17.05,10.299999999999999,2022,1,January,15,Winter,False,False,False,False,False
2022-01-15,Kolkata,East,25.9,17.5,9.0,48.0,11.9,Light Rain,21.7,8.399999999999999,2022,1,January,15,Winter,False,False,False,False,False
2022-01-15,Mumbai,West,28.0,18.1,0.0,58.4,27.2,Clear,23.05,9.899999999999999,2022,1,January,15,Winter,False,False,False,False,False
2022-01-16,Bengaluru,South,21.7,15.7,0.0,55.5,4.8,Clear,18.7,6.0,2022,1,January,16,Winter,False,False,False,False,False
2022-01-16,Chennai,South,28.1,21.5,0.0,37.6,3.2,Clear,24.8,6.600000000000001,2022,1,January,16,Winter,False,False,False,False,False
2022-01-16,Delhi,North,17.3,6.4,0.0,50.4,2.0,Clear,11.850000000000001,10.9,2022,1,January,16,Winter,False,False,False,False,False
2022-01-16,Jaipur,Northwest,19.9,10.7,0.0,53.5,28.7,Clear,15.299999999999999,9.2,2022,1,January,16,Winter,False,False,False,False,False
2022-01-16,Kolkata,East,23.1,15.5,0.0,50.5,12.8,Clear,19.3,7.600000000000001,2022,1,January,16,Winter,False,False,False,False,False
2022-01-16,Mumbai,West,26.7,21.0,0.0,43.3,16.9,Clear,23.85,5.699999999999999,2022,1,January,16,Winter,False,False,False,False,False
2022-01-17,Bengaluru,South,21.1,14.8,0.8,64.8,12.0,Light Rain,17.950000000000003,6.300000000000001,2022,1,January,17,Winter,False,False,False,False,False
2022-01-17,Chennai,South,26.0,20.5,0.0,44.1,2.8,Clear,23.25,5.5,2022,1,January,17,Winter,False,False,False,False,False
2022-01-17,Delhi,North,17.3,8.2,0.0,37.9,10.8,Clear,12.75,9.100000000000001,2022,1,January,17,Winter,False,False,False,False,False
2022-01-17,Jaipur,Northwest,22.9,14.0,0.0,56.7,5.4,Clear,18.45,8.899999999999999,2022,1,January,17,Winter,False,False,False,False,False
2022-01-17,Kolkata,East,23.2,15.7,0.0,31.0,2.1,Clear,19.45,7.5,2022,1,January,17,Winter,False,False,False,False,False
2022-01-17,Mumbai,West,32.0,23.2,0.0,36.2,21.0,Clear,27.6,8.8,2022,1,January,17,Winter,False,False,False,False,False
2022-01-18,Bengaluru,South,24.4,15.9,0.0,41.8,8.2,Clear,20.15,8.499999999999998,2022,1,January,18,Winter,False,False,False,False,False
2022-01-18,Chennai,South,25.0,18.4,0.0,44.6,7.6,Clear,21.7,6.600000000000001,2022,1,January,18,Winter,False,False,False,False,False
2022-01-18,Delhi,North,17.1,6.1,0.0,54.9,20.5,Clear,11.600000000000001,11.000000000000002,2022,1,January,18,Winter,False,False,False,False,False
2022-01-18,Jaipur,Northwest,22.5,10.5,0.0,48.3,9.4,Clear,16.5,12.0,2022,1,January,18,Winter,False,False,False,False,False
2022-01-18,Kolkata,East,24.7,19.2,0.0,54.8,29.8,Clear,21.95,5.5,2022,1,January,18,Winter,False,False,False,False,False
2022-01-18,Mumbai,West,26.2,19.6,0.0,59.8,11.3,Clear,22.9,6.599999999999998,2022,1,January,18,Winter,False,False,False,False,False
2022-01-19,Bengaluru,South,23.3,15.5,0.0,56.9,6.7,Clear,19.4,7.800000000000001,2022,1,January,19,Winter,False,False,False,False,False
2022-01-19,Chennai,South,28.0,22.8,0.0,48.2,6.2,Clear,25.4,5.199999999999999,2022,1,January,19,Winter,False,False,False,False,False
2022-01-19,Delhi,North,20.2,8.2,0.0,54.9,6.1,Clear,14.2,12.0,2022,1,January,19,Winter,False,False,False,False,False
2022-01-19,Jaipur,Northwest,17.4,7.7,0.0,52.0,20.8,Clear,12.549999999999999,9.7,2022,1,January,19,Winter,False,False,False,False,False
2022-01-19,Kolkata,East,22.3,14.6,0.0,48.2,8.0,Clear,18.45,7.700000000000001,2022,1,January,19,Winter,False,False,False,False,False
2022-01-19,Mumbai,West,26.0,20.1,0.0,51.4,18.0,Clear,23.05,5.899999999999999,2022,1,January,19,Winter,False,False,False,False,False
2022-01-20,Bengaluru,South,23.4,15.8,0.0,64.0,22.6,Clear,19.6,7.599999999999998,2022,1,January,20,Winter,False,False,False,False,False
2022-01-20,Chennai,South,25.9,19.3,0.0,55.6,4.6,Clear,22.6,6.599999999999998,2022,1,January,20,Winter,False,False,False,False,False
2022-01-20,Delhi,North,17.6,7.8,0.0,58.5,23.4,Clear,12.700000000000001,9.8,2022,1,January,20,Winter,False,False,False,False,False
2022-01-20,Jaipur,Northwest,17.4,7.2,0.0,48.4,14.2,Clear,12.299999999999999,10.2,2022,1,January,20,Winter,False,False,False,False,False
2022-01-20,Kolkata,East,25.0,18.5,0.0,50.1,10.1,Clear,21.75,6.5,2022,1,January,20,Winter,False,False,False,False,False
2022-01-20,Mumbai,West,28.3,20.4,0.0,41.3,17.2,Clear,24.35,7.900000000000002,2022,1,January,20,Winter,False,False,False,False,False
2022-01-21,Bengaluru,South,21.5,14.8,2.9,55.2,14.3,Light Rain,18.15,6.699999999999999,2022,1,January,21,Winter,False,False,False,False,False
2022-01-21,Chennai,South,26.6,20.9,0.8,57.0,21.7,Light Rain,23.75,5.700000000000003,2022,1,January,21,Winter,False,False,False,False,False
2022-01-21,Delhi,North,18.6,7.6,0.0,61.3,6.8,Clear,13.100000000000001,11.000000000000002,2022,1,January,21,Winter,False,False,False,False,False
2022-01-21,Jaipur,Northwest,20.4,12.4,0.0,59.8,9.5,Clear,16.4,7.999999999999998,2022,1,January,21,Winter,False,False,False,False,False
2022-01-21,Kolkata,East,24.6,14.2,0.0,52.8,6.1,Clear,19.4,10.400000000000002,2022,1,January,21,Winter,False,False,False,False,False
2022-01-21,Mumbai,West,23.8,16.4,0.0,48.5,14.1,Clear,20.1,7.400000000000002,2022,1,January,21,Winter,False,False,False,False,False
2022-01-22,Bengaluru,South,22.9,15.5,0.0,56.2,19.1,Clear,19.2,7.399999999999999,2022,1,January,22,Winter,False,False,False,False,False
2022-01-22,Chennai,South,28.1,21.6,0.0,56.7,25.3,Clear,24.85,6.5,2022,1,January,22,Winter,False,False,False,False,False
2022-01-22,Delhi,North,15.6,5.5,0.0,52.1,8.9,Clear,10.55,10.1,2022,1,January,22,Winter,False,False,False,False,False
2022-01-22,Jaipur,Northwest,21.3,8.0,0.0,36.9,3.0,Clear,14.65,13.3,2022,1,January,22,Winter,False,False,False,False,False
2022-01-22,Kolkata,East,19.6,13.9,0.0,31.6,10.0,Clear,16.75,5.700000000000001,2022,1,January,22,Winter,False,False,False,False,False
2022-01-22,Mumbai,West,24.2,19.2,0.0,62.6,8.0,Clear,21.7,5.0,2022,1,January,22,Winter,False,False,False,False,False
2022-01-23,Bengaluru,South,22.3,16.8,0.0,49.1,11.4,Clear,19.55,5.5,2022,1,January,23,Winter,False,False,False,False,False
2022-01-23,Chennai,South,30.2,22.7,0.0,51.6,5.3,Clear,26.45,7.5,2022,1,January,23,Winter,False,False,False,False,False
2022-01-23,Delhi,North,20.5,9.8,0.0,56.6,11.1,Clear,15.15,10.7,2022,1,January,23,Winter,False,False,False,False,False
2022-01-23,Jaipur,Northwest,20.6,9.9,0.0,66.1,5.1,Clear,15.25,10.700000000000001,2022,1,January,23,Winter,False,False,False,False,False
2022-01-23,Kolkata,East,24.8,17.1,1.2,62.8,23.9,Light Rain,20.950000000000003,7.699999999999999,2022,1,January,23,Winter,False,False,False,False,False
2022-01-23,Mumbai,West,24.8,19.2,0.0,57.9,17.4,Clear,22.0,5.600000000000001,2022,1,January,23,Winter,False,False,False,False,False
2022-01-24,Bengaluru,South,20.8,11.7,0.0,51.8,14.9,Clear,16.25,9.100000000000001,2022,1,January,24,Winter,False,False,False,False,False
2022-01-24,Chennai,South,25.4,18.4,0.0,40.0,13.8,Clear,21.9,7.0,2022,1,January,24,Winter,False,False,False,False,False
2022-01-24,Delhi,North,20.3,9.5,0.0,44.6,10.9,Clear,14.9,10.8,2022,1,January,24,Winter,False,False,False,False,False
2022-01-24,Jaipur,Northwest,21.1,10.9,0.0,55.1,8.5,Clear,16.0,10.200000000000001,2022,1,January,24,Winter,False,False,False,False,False
2022-01-24,Kolkata,East,27.0,18.9,0.0,54.7,13.6,Clear,22.95,8.100000000000001,2022,1,January,24,Winter,False,False,False,False,False
2022-01-24,Mumbai,West,25.5,19.6,0.0,58.8,3.8,Clear,22.55,5.899999999999999,2022,1,January,24,Winter,False,False,False,False,False
2022-01-25,Bengaluru,South,22.9,15.7,0.0,62.0,10.4,Clear,19.299999999999997,7.199999999999999,2022,1,January,25,Winter,False,False,False,False,False
2022-01-25,Chennai,South,26.8,18.3,0.0,33.0,5.6,Clear,22.55,8.5,2022,1,January,25,Winter,False,False,False,False,False
2022-01-25,Delhi,North,16.9,6.4,0.0,65.0,24.2,Clear,11.649999999999999,10.499999999999998,2022,1,January,25,Winter,False,False,False,False,False
2022-01-25,Jaipur,Northwest,20.9,10.8,0.0,60.5,8.2,Clear,15.85,10.099999999999998,2022,1,January,25,Winter,False,False,False,False,False
2022-01-25,Kolkata,East,23.2,17.7,4.0,60.8,9.0,Light Rain,20.45,5.5,2022,1,January,25,Winter,False,False,False,False,False
2022-01-25,Mumbai,West,29.0,20.0,0.0,58.5,9.0,Clear,24.5,9.0,2022,1,January,25,Winter,False,False,False,False,False
2022-01-26,Bengaluru,South,20.9,15.7,0.0,46.3,17.1,Clear,18.299999999999997,5.199999999999999,2022,1,January,26,Winter,False,False,False,False,False
2022-01-26,Chennai,South,27.3,22.2,0.0,37.6,2.7,Clear,24.75,5.100000000000001,2022,1,January,26,Winter,False,False,False,False,False
2022-01-26,Delhi,North,22.1,10.0,0.0,41.3,9.3,Clear,16.05,12.100000000000001,2022,1,January,26,Winter,False,False,False,False,False
2022-01-26,Jaipur,Northwest,22.0,8.9,0.0,67.9,8.3,Clear,15.45,13.1,2022,1,January,26,Winter,False,False,False,False,False
2022-01-26,Kolkata,East,25.3,17.8,0.0,59.6,2.0,Clear,21.55,7.5,2022,1,January,26,Winter,False,False,False,False,False
2022-01-26,Mumbai,West,25.1,19.6,0.0,37.4,28.7,Clear,22.35,5.5,2022,1,January,26,Winter,False,False,False,False,False
2022-01-27,Bengaluru,South,24.7,17.6,0.0,53.9,16.1,Clear,21.15,7.099999999999998,2022,1,January,27,Winter,False,False,False,False,False
2022-01-27,Chennai,South,26.2,21.1,0.0,51.1,1.1,Clear,23.65,5.099999999999998,2022,1,January,27,Winter,False,False,False,False,False
2022-01-27,Delhi,North,19.8,8.6,0.0,47.5,12.9,Clear,14.2,11.200000000000001,2022,1,January,27,Winter,False,False,False,False,False
2022-01-27,Jaipur,Northwest,19.8,8.2,0.0,54.1,3.1,Clear,14.0,11.600000000000001,2022,1,January,27,Winter,False,False,False,False,False
2022-01-27,Kolkata,East,22.7,14.6,1.6,60.9,16.6,Light Rain,18.65,8.1,2022,1,January,27,Winter,False,False,False,False,False
2022-01-27,Mumbai,West,28.8,22.1,0.0,56.5,4.1,Clear,25.450000000000003,6.699999999999999,2022,1,January,27,Winter,False,False,False,False,False
2022-01-28,Bengaluru,South,20.8,15.3,0.0,50.7,7.0,Clear,18.05,5.5,2022,1,January,28,Winter,False,False,False,False,False
2022-01-28,Chennai,South,25.8,19.4,0.0,46.9,6.8,Clear,22.6,6.400000000000002,2022,1,January,28,Winter,False,False,False,False,False
2022-01-28,Delhi,North,13.7,5.7,0.0,52.5,22.5,Clear,9.7,7.999999999999999,2022,1,January,28,Winter,False,False,False,False,False
2022-01-28,Jaipur,Northwest,20.3,9.4,0.0,64.1,7.2,Clear,14.850000000000001,10.9,2022,1,January,28,Winter,False,False,False,False,False
2022-01-28,Kolkata,East,23.1,16.4,0.0,45.8,8.8,Clear,19.75,6.700000000000003,2022,1,January,28,Winter,False,False,False,False,False
2022-01-28,Mumbai,West,26.7,20.9,0.0,43.0,6.2,Clear,23.799999999999997,5.800000000000001,2022,1,January,28,Winter,False,False,False,False,False
2022-01-29,Bengaluru,South,24.7,17.8,0.0,53.5,8.8,Clear,21.25,6.899999999999999,2022,1,January,29,Winter,False,False,False,False,False
2022-01-29,Chennai,South,21.0,15.6,0.0,54.2,7.1,Clear,18.3,5.4,2022,1,January,29,Winter,False,False,False,False,False
2022-01-29,Delhi,North,14.7,6.1,0.0,64.6,8.9,Clear,10.399999999999999,8.6,2022,1,January,29,Winter,False,False,False,False,False
2022-01-29,Jaipur,Northwest,19.3,10.3,0.0,57.9,2.1,Clear,14.8,9.0,2022,1,January,29,Winter,False,False,False,False,False
2022-01-29,Kolkata,East,17.9,12.9,0.0,39.5,8.2,Clear,15.399999999999999,4.999999999999998,2022,1,January,29,Winter,False,False,False,False,False
2022-01-29,Mumbai,West,28.6,22.3,0.0,52.2,6.6,Clear,25.450000000000003,6.300000000000001,2022,1,January,29,Winter,False,False,False,False,False
2022-01-30,Bengaluru,South,26.5,19.6,0.0,65.5,8.1,Clear,23.05,6.899999999999999,2022,1,January,30,Winter,False,False,False,False,False
2022-01-30,Chennai,South,29.2,22.7,0.0,48.9,3.0,Clear,25.95,6.5,2022,1,January,30,Winter,False,False,False,False,False
2022-01-30,Delhi,North,24.3,12.5,0.0,52.6,28.3,Clear,18.4,11.8,2022,1,January,30,Winter,False,False,False,False,False
2022-01-30,Jaipur,Northwest,24.1,12.7,0.0,54.0,7.6,Clear,18.4,11.400000000000002,2022,1,January,30,Winter,False,False,False,False,False
2022-01-30,Kolkata,East,23.3,18.3,0.0,57.3,4.4,Clear,20.8,5.0,2022,1,January,30,Winter,False,False,False,False,False
2022-01-30,Mumbai,West,32.6,22.6,0.0,50.2,13.6,Clear,27.6,10.0,2022,1,January,30,Winter,False,False,False,False,False
2022-01-31,Bengaluru,South,22.8,17.5,0.0,54.5,22.9,Clear,20.15,5.300000000000001,2022,1,January,31,Winter,False,False,False,False,False
2022-01-31,Chennai,South,27.5,18.6,0.0,53.3,10.8,Clear,23.05,8.899999999999999,2022,1,January,31,Winter,False,False,False,False,False
2022-01-31,Delhi,North,19.9,8.7,0.0,60.4,4.9,Clear,14.299999999999999,11.2,2022,1,January,31,Winter,False,False,False,False,False
2022-01-31,Jaipur,Northwest,22.7,11.7,0.0,53.1,9.6,Clear,17.2,11.0,2022,1,January,31,Winter,False,False,False,False,False
2022-01-31,Kolkata,East,23.3,17.5,0.0,45.1,5.3,Clear,20.4,5.800000000000001,2022,1,January,31,Winter,False,False,False,False,False
2022-01-31,Mumbai,West,26.1,18.8,0.0,48.6,3.4,Clear,22.450000000000003,7.300000000000001,2022,1,January,31,Winter,False,False,False,False,False
2022-02-01,Bengaluru,South,24.4,16.2,0.0,57.1,7.3,Clear,20.299999999999997,8.2,2022,2,February,32,Winter,False,False,False,False,False
